ASV	CK.N.1	CK.N.2	CK.N.3	CK.N.4	CK.N.5	CK.RT.1	CK.RT.2	CK.RT.3	CK.RT.4	CK.RT.5	CK.RH.1	CK.RH.2	CK.RH.3	CK.RH.4	CK.RH.5	CK.Z.1	CK.Z.2	CK.Z.3	CK.Z.4	CK.Z.5	CK.O.1	CK.O.2	CK.O.3	CK.O.4	CK.O.5	M.N.1	M.N.2	M.N.3	M.N.4	M.N.5	M.RT.1	M.RT.2	M.RT.3	M.RT.4	M.RT.5	M.RH.1	M.RH.2	M.RH.3	M.RH.4	M.RH.5	M.Z.1	M.Z.2	M.Z.3	M.Z.4	M.Z.5	M.O.1	M.O.2	M.O.3	M.O.4	M.O.5	N0.N.1	N0.N.2	N0.N.3	N0.N.4	N0.N.5	N0.RT.1	N0.RT.2	N0.RT.3	N0.RT.4	N0.RT.5	N0.RH.1	N0.RH.2	N0.RH.3	N0.RH.4	N0.RH.5	N0.Z.1	N0.Z.2	N0.Z.3	N0.Z.4	N0.Z.5	N0.O.1	N0.O.2	N0.O.3	N0.O.4	N0.O.5	N2.N.1	N2.N.2	N2.N.3	N2.N.4	N2.N.5	N2.RT.1	N2.RT.2	N2.RT.3	N2.RT.4	N2.RT.5	N2.RH.1	N2.RH.2	N2.RH.3	N2.RH.4	N2.RH.5	N2.Z.1	N2.Z.2	N2.Z.3	N2.Z.4	N2.Z.5	N2.O.1	N2.O.2	N2.O.3	N2.O.4	N2.O.5	N4.N.1	N4.N.2	N4.N.3	N4.N.4	N4.N.5	N4.RT.1	N4.RT.2	N4.RT.3	N4.RT.4	N4.RT.5	N4.RH.1	N4.RH.2	N4.RH.3	N4.RH.4	N4.RH.5	N4.Z.1	N4.Z.2	N4.Z.3	N4.Z.4	N4.Z.5	N4.O.1	N4.O.2	N4.O.3	N4.O.4	N4.O.5	N6.N.1	N6.N.2	N6.N.3	N6.N.4	N6.N.5	N6.RT.1	N6.RT.2	N6.RT.3	N6.RT.4	N6.RT.5	N6.RH.1	N6.RH.2	N6.RH.3	N6.RH.4	N6.RH.5	N6.Z.1	N6.Z.2	N6.Z.3	N6.Z.4	N6.Z.5	N6.O.1	N6.O.2	N6.O.3	N6.O.4	N6.O.5	NPK.N.1	NPK.N.2	NPK.N.3	NPK.N.4	NPK.N.5	NPK.RT.1	NPK.RT.2	NPK.RT.3	NPK.RT.4	NPK.RT.5	NPK.RH.1	NPK.RH.2	NPK.RH.3	NPK.RH.4	NPK.RH.5	NPK.Z.1	NPK.Z.2	NPK.Z.3	NPK.Z.4	NPK.Z.5	NPK.O.1	NPK.O.2	NPK.O.3	NPK.O.4	NPK.O.5
ASV_127	0	0	1	0	0	5	12	37	28	19	3	3	4	11	2	12	9	0	14	9	19	14	11	9	24	0	0	0	0	0	31	39	38	23	36	2	1	2	4	0	8	10	0	0	12	14	22	20	21	16	0	0	0	0	0	22	5	32	27	17	3	0	2	5	5	10	12	15	6	17	17	12	16	26	28	0	0	0	0	0	0	21	67	18	20	6	6	8	11	16	13	17	17	19	20	25	32	20	23	20	0	0	0	0	0	10	22	16	8	12	3	4	7	4	4	11	5	0	12	8	3	3	3	5	1	0	0	0	1	0	5	0	23	9	13	5	2	4	3	8	10	10	9	0	10	0	0	0	0	5	0	0	0	0	0	33	22	23	31	40	5	7	11	9	11	19	23	20	17	20	8	10	9	9	7
ASV_128	1	1	1	259	1	1	0	0	0	1	2	6	4	7	0	0	0	0	0	0	3	4	0	0	3	1	1	1	1	1	16	7	4	5	13	12	3	14	16	11	8	0	0	5	4	5	3	6	3	8	0	0	0	0	0	0	1	25	22	0	4	10	5	12	7	0	0	0	0	0	4	8	3	3	0	0	0	0	0	0	0	12	0	1	0	4	9	5	8	8	0	0	3	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	7	6	3	9	6	10	9	3	2	4	0	0	2	2	0	0	1	0	0	0	0	0	6	6	5	4	2	10	5	5	5	18	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	6	9	7	15	0	13	8	7	15	12	9	4	8	3	7	2	5	3	3	3
ASV_135	0	1	0	0	0	17	9	6	0	19	1	2	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	35	53	33	18	24	0	1	2	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	22	7	6	18	22	3	2	1	0	4	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	32	67	5	6	67	1	7	3	5	11	1	4	1	0	3	1	0	0	0	1	0	0	0	0	0	23	30	34	43	25	2	6	6	4	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	38	40	23	28	29	6	2	3	3	0	0	0	7	0	0	0	0	0	0	0	0	2	1	1	0	47	14	22	25	22	1	3	4	3	4	0	3	0	0	0	0	2	0	0	0
ASV_141	0	0	0	0	0	0	0	0	0	0	28	50	44	103	21	91	90	109	92	100	104	61	73	25	100	0	0	0	0	0	8	9	0	3	6	16	5	22	44	51	42	61	52	53	52	94	93	58	74	82	0	0	0	0	0	0	0	0	0	0	17	8	4	0	14	56	0	0	43	0	116	85	102	116	90	0	0	0	0	0	0	2	0	0	4	20	11	22	13	11	19	19	15	37	18	50	45	51	83	93	0	0	0	0	0	0	0	9	3	0	18	6	5	0	9	15	0	0	0	0	33	38	26	25	0	0	0	0	0	0	0	0	0	0	0	0	6	6	9	0	0	0	0	0	22	0	28	0	0	20	0	0	0	0	0	8	9	0	0	0	24	35	34	52	37	26	31	29	30	29	23	48	43	41	0
ASV_144	0	0	0	0	0	0	0	0	0	0	9	13	13	22	14	45	54	45	57	50	66	69	77	20	72	0	0	0	0	0	0	3	0	4	3	5	1	2	0	6	28	21	35	0	24	47	88	53	46	61	0	0	0	0	0	0	0	0	0	0	9	4	2	0	4	51	64	87	73	81	50	61	65	80	91	0	0	0	0	0	0	0	0	0	0	14	7	8	9	8	32	58	44	41	43	44	48	86	82	53	0	0	0	0	0	0	0	0	1	2	9	6	6	13	7	35	32	41	27	55	47	47	67	74	51	0	0	0	0	0	0	8	1	2	1	6	4	5	8	11	46	51	78	76	41	149	75	62	95	69	0	0	0	0	0	0	5	0	2	0	5	7	9	14	9	48	55	49	31	35	146	156	126	105	158
ASV_151	0	0	1	0	0	47	14	36	19	6	6	6	7	8	3	8	13	13	8	0	9	6	7	2	8	0	0	0	0	0	39	19	21	19	29	0	1	1	3	4	0	11	10	12	10	4	3	5	6	5	0	0	0	0	0	21	5	19	9	0	3	1	1	4	6	12	11	5	13	0	7	4	12	9	10	0	0	0	0	0	15	1	45	18	6	2	2	3	5	4	3	7	7	0	4	3	5	0	9	3	0	0	0	0	0	15	12	6	4	6	3	2	2	5	4	5	6	0	4	5	2	0	1	0	0	0	0	0	0	0	8	25	9	15	10	3	1	2	5	5	9	7	7	16	0	1	0	0	0	4	0	0	0	0	0	44	52	46	70	42	7	8	12	9	8	8	14	11	10	9	4	4	5	8	4
ASV_160	0	0	0	0	0	0	17	4	0	1	7	12	6	8	10	7	9	12	0	0	19	19	19	37	14	0	0	0	0	0	18	15	17	7	4	9	6	9	18	23	7	10	0	10	7	31	23	38	27	38	0	0	0	0	0	0	2	0	8	0	19	21	5	27	16	0	10	9	0	12	8	7	7	6	8	0	0	0	0	0	0	2	10	6	14	22	33	37	25	20	8	13	10	8	11	14	15	16	12	11	0	0	0	0	0	2	3	13	14	22	34	38	34	27	35	8	8	9	11	12	22	39	14	5	6	0	0	0	0	0	25	3	20	33	11	19	21	16	28	33	6	8	18	0	0	11	6	8	7	9	0	0	0	0	0	12	12	14	16	12	24	39	25	26	28	14	12	13	9	11	16	23	18	15	17
ASV_161	0	0	1	0	0	42	17	24	3	9	20	42	34	46	18	0	7	0	0	0	9	11	18	0	8	0	0	0	0	0	69	3	2	13	6	7	4	11	49	16	0	0	0	0	0	0	0	7	8	0	0	0	0	0	0	0	3	89	56	8	46	31	27	37	27	0	0	17	0	0	0	6	0	0	0	0	0	0	0	0	0	15	0	0	28	14	19	14	26	16	10	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	2	0	10	10	7	6	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	2	5	26	17	7	12	9	0	0	20	0	6	0	0	0	0	0	0	0	0	0	0	11	17	9	21	11	9	24	26	14	42	13	0	8	0	10	0	6	5	0	2
ASV_162	0	0	0	0	0	23	56	0	0	7	9	15	17	19	26	4	0	6	7	9	3	0	0	1	0	0	0	0	0	0	7	18	5	5	1	5	1	4	8	5	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	29	3	31	89	0	102	65	50	129	89	12	0	0	0	12	3	5	0	5	0	0	0	0	0	0	0	9	8	4	0	32	58	42	81	41	3	5	0	4	0	0	1	0	2	0	0	0	0	0	0	0	3	1	2	5	19	12	7	17	10	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	28	14	4	11	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	4	26	5	14	3	6	22	19	9	26	0	0	3	0	3	0	0	11	0	0
ASV_173	0	0	0	0	0	0	5	0	0	2	3	5	8	13	2	55	57	41	67	67	49	36	50	15	48	0	0	0	0	0	5	4	0	3	6	4	0	4	9	8	45	74	61	50	65	43	50	50	47	50	0	0	0	0	0	0	0	0	0	0	8	5	2	4	2	51	66	60	37	41	42	43	38	56	48	0	0	0	0	0	0	8	0	0	0	13	10	12	10	11	55	40	65	48	42	64	70	49	90	108	0	0	0	0	0	0	6	11	1	0	11	7	10	8	13	62	43	40	53	38	54	42	36	32	20	0	0	0	0	0	0	0	2	4	2	13	8	16	11	18	73	55	74	58	49	38	37	26	65	55	0	0	0	0	0	5	0	1	3	6	9	17	12	15	9	71	55	42	48	54	26	40	31	31	27
ASV_174	0	0	0	1	0	13	2	0	18	12	6	0	5	7	0	11	8	23	9	0	7	5	0	3	5	0	0	0	0	0	17	13	9	13	30	0	0	0	3	2	16	0	19	20	11	11	10	12	10	10	0	0	0	0	0	27	3	18	6	4	6	4	3	0	9	22	20	0	31	0	0	5	0	0	12	0	0	0	0	0	46	52	20	19	28	5	7	7	5	13	17	18	21	26	12	8	11	8	0	12	0	0	0	0	0	14	9	14	14	19	6	4	7	15	12	14	10	19	25	16	0	9	5	0	0	0	0	0	0	0	6	8	14	14	8	4	1	3	6	10	29	24	0	0	28	9	0	0	0	0	0	0	0	0	0	17	19	11	20	42	3	7	7	6	7	11	10	14	13	13	7	11	10	6	6
ASV_175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	31	42	13	16	2	0	1	0	1	7	0	0	0	4	0	2	0	0	2	0	0	0	0	0	21	2	14	3	0	0	2	0	4	2	0	0	0	0	0	5	1	0	3	0	0	0	0	0	0	4	5	8	16	26	5	8	4	6	7	8	13	9	11	12	3	8	10	2	8	0	0	0	0	0	21	43	33	26	16	5	7	6	21	11	16	11	15	17	28	12	4	15	19	5	0	0	0	1	0	53	43	54	39	38	11	3	4	6	13	23	70	30	42	26	59	19	20	23	65	0	0	0	0	0	28	16	13	12	28	2	3	3	4	5	9	6	9	10	3	11	15	10	5	4
ASV_179	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	8	40	0	0	17	20	18	8	11	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	7	19	29	20	19	14	0	0	0	0	0	0	1	0	0	0	0	3	0	17	10	25	31	43	69	42	14	16	75	34	55	0	0	0	0	0	0	0	10	0	0	16	28	15	17	27	62	59	48	57	44	51	73	63	62	45	0	0	0	0	0	7	8	4	0	0	19	11	15	39	29	46	67	73	74	69	95	119	98	87	138	0	0	0	0	0	0	0	0	3	0	5	4	5	10	13	28	44	57	0	42	52	61	78	60	45	0	0	0	0	0	3	1	0	1	3	7	10	16	13	10	49	38	39	21	25	121	116	94	108	92
ASV_188	1	1	0	0	0	60	5	61	6	11	13	11	17	28	8	56	34	42	47	40	39	27	36	9	30	0	0	1	0	0	17	11	12	12	19	6	0	9	16	0	42	49	40	41	36	22	20	14	16	23	0	0	0	0	0	16	1	39	21	2	18	4	4	0	0	45	0	33	0	60	21	29	49	43	35	0	0	0	0	0	5	0	10	1	3	11	0	6	6	6	17	10	0	20	0	15	12	26	45	0	0	0	0	0	0	3	10	7	0	0	5	0	3	7	4	8	8	0	16	10	0	0	0	0	7	0	0	0	0	0	3	5	10	3	9	4	0	0	5	0	15	26	0	34	0	11	0	0	0	13	0	0	0	0	0	11	15	16	25	9	5	7	9	9	7	28	15	22	14	16	8	0	6	8	7
ASV_199	0	0	0	0	0	5	13	29	0	2	10	17	9	14	14	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	24	13	15	7	19	7	7	13	61	36	3	0	4	0	0	5	9	13	13	12	0	0	0	0	0	8	1	0	26	0	24	21	5	33	16	0	10	0	0	0	11	5	0	0	0	0	0	0	0	0	0	0	19	3	19	28	25	34	20	17	0	0	0	2	0	11	8	0	2	0	0	0	0	0	0	4	7	21	17	14	23	20	12	15	14	4	0	4	0	0	0	2	0	0	0	0	0	0	0	0	25	0	34	18	12	9	20	20	17	14	0	5	0	0	0	0	0	4	0	0	0	0	0	0	0	18	0	9	20	18	14	34	13	26	33	0	6	8	0	0	0	3	0	0	1
ASV_203	0	0	2	2	0	7	6	20	0	32	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	16	34	38	30	14	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	48	9	0	17	10	0	0	0	0	0	0	0	0	2	0	11	0	0	2	0	0	0	1	0	0	21	4	38	23	24	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	8	24	11	22	14	0	0	0	1	0	2	0	2	1	1	0	0	0	0	0	0	0	2	0	0	9	25	16	14	11	0	0	0	0	1	5	4	0	0	0	0	0	0	0	0	0	1	0	0	3	20	28	46	5	40	1	0	2	2	2	3	2	0	0	1	0	0	0	0	0
ASV_204	1	0	0	1	0	8	22	17	21	9	4	4	3	7	3	5	4	0	10	6	7	5	7	4	6	0	0	0	0	0	19	15	11	10	24	0	1	2	4	3	6	6	0	9	7	7	5	3	6	8	0	0	0	0	0	0	2	22	23	0	0	1	1	0	0	8	0	0	0	6	4	5	4	6	4	0	0	0	0	0	17	2	79	25	15	7	5	5	4	9	11	9	6	7	10	17	11	4	12	12	0	0	0	0	0	19	11	20	5	5	5	3	3	5	7	9	11	6	8	5	3	2	3	0	0	0	0	0	1	0	7	17	15	14	6	6	2	2	7	12	0	0	0	0	11	4	2	0	0	3	0	0	0	0	0	23	22	13	37	23	4	9	9	7	8	10	9	13	7	9	4	0	5	2	4
ASV_214	0	0	0	0	0	20	0	0	0	106	774	93	52	114	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	11	0	0	0	0	0	0	5	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_218	0	0	1	1	0	46	9	31	16	12	9	14	21	25	7	69	38	68	40	53	43	31	39	12	36	0	0	0	0	0	18	6	18	15	12	0	3	0	9	11	24	26	36	43	35	26	17	16	20	23	0	0	0	0	0	12	2	5	5	12	0	5	5	14	13	46	53	29	47	0	35	39	44	54	31	0	0	0	0	0	0	0	0	3	0	0	7	6	5	9	0	11	17	0	14	7	10	0	0	29	0	0	0	0	0	0	2	7	3	8	5	2	2	0	4	5	9	10	0	11	0	0	6	7	0	0	0	0	0	0	0	0	16	7	10	6	2	3	0	12	15	0	19	0	0	0	0	0	11	9	0	0	0	0	0	10	13	8	28	12	7	10	15	11	6	0	0	0	19	23	7	17	11	6	4
ASV_222	1	1	0	0	0	25	22	34	92	27	3	3	2	0	0	0	0	0	0	0	1	0	0	0	0	1	2	0	0	0	31	30	42	16	23	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	12	10	0	2	0	1	3	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	8	0	0	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	70	14	13	0	10	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	22	2	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6	4	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_223	0	0	0	0	0	23	134	7	12	12	4	7	0	5	3	3	1	0	0	0	0	4	0	0	0	0	0	0	0	0	5	5	6	6	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	2	2	1	0	0	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	16	6	20	0	5	3	4	7	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	9	9	10	7	13	4	6	6	5	7	0	3	0	4	0	0	0	0	0	0	0	0	0	0	1	9	16	11	12	7	10	4	3	5	10	0	9	5	0	10	0	0	0	2	3	0	0	0	0	0	16	13	27	15	10	4	9	8	5	6	6	0	0	3	0	1	3	3	0	3
ASV_224	0	0	0	0	0	8	3	14	0	4	7	9	4	14	0	10	12	15	12	0	10	14	20	5	8	0	0	0	0	0	10	5	15	12	12	0	2	7	8	7	0	9	10	10	0	9	12	7	15	8	0	0	0	0	0	2	0	0	14	0	10	9	8	21	18	0	0	0	10	0	5	6	0	5	0	0	0	0	0	0	0	14	18	8	33	13	23	29	15	29	0	13	0	11	0	0	8	14	18	0	0	0	0	0	0	3	13	4	14	7	15	31	19	13	14	0	11	12	6	0	6	3	5	0	0	0	0	0	0	0	10	6	4	0	7	25	7	9	10	18	0	8	0	0	0	14	0	0	13	9	0	0	0	0	0	16	33	20	20	28	8	24	25	18	14	11	12	14	6	7	11	20	14	15	14
ASV_225	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	4	23	9	0	0	9	1	4	16	7	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	57	5	20	39	17	28	16	8	53	30	7	0	0	0	0	4	9	0	8	0	0	0	0	0	0	0	0	0	7	17	16	28	27	36	31	5	0	0	0	0	0	0	19	0	0	0	0	0	0	0	22	6	15	15	16	39	25	14	24	15	5	9	4	3	8	0	0	8	0	0	0	0	0	0	0	13	0	6	12	17	13	12	10	9	14	0	8	0	0	0	13	0	0	0	26	0	0	0	0	0	3	7	7	11	5	5	15	8	10	13	3	5	0	3	5	3	0	0	3	0
ASV_233	0	0	0	0	0	0	0	13	0	0	13	15	29	35	26	161	122	149	127	131	54	27	41	14	41	0	0	0	0	0	2	0	0	0	1	9	1	3	7	17	43	57	61	40	60	18	20	19	25	15	0	0	0	0	0	0	0	0	0	0	6	4	1	7	0	43	64	111	55	65	10	10	26	20	32	0	0	0	0	0	0	0	0	0	0	15	12	8	15	9	48	42	55	52	34	19	14	22	25	19	0	0	0	0	0	0	0	0	0	0	7	6	7	8	7	47	34	40	40	42	10	6	9	14	10	0	0	0	0	0	0	0	0	0	0	6	4	5	9	7	37	69	48	99	59	11	11	13	23	8	0	0	0	0	0	0	1	1	1	5	9	17	15	15	10	97	69	52	56	46	21	14	17	16	25
ASV_236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	203	231	71	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	13	24	26	11	0	0	0	0	0	0	0	0	0	0	3	2	0	0	4	14	19	28	35	12	12	20	123	25	52	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	15	14	7	31	28	35	22	22	0	0	0	0	0	0	3	0	3	0	0	3	3	7	8	9	14	17	18	12	91	121	118	105	193	0	0	0	0	0	0	0	0	0	0	1	1	2	2	0	0	0	0	17	0	73	111	72	70	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	90	91	57	116	158
ASV_239	0	0	0	0	0	32	13	18	0	13	26	24	31	32	18	0	0	35	15	0	0	11	0	0	12	0	0	0	0	0	24	0	0	0	6	0	4	7	20	19	0	0	8	9	0	0	0	0	0	6	0	0	0	0	0	46	4	0	38	15	38	28	18	30	56	0	21	0	0	0	0	9	4	0	0	0	0	0	0	0	0	0	0	0	0	24	25	14	23	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	12	0	0	21	8	10	14	13	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	15	30	9	0	13	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	6	7	15	9	8	13	19	18	22	0	0	0	0	0	0	0	8	2	0
ASV_246	0	0	0	0	0	0	5	4	11	7	4	6	5	12	3	14	14	18	18	14	9	9	11	8	15	0	1	0	0	0	6	13	10	13	12	0	2	3	10	4	42	32	34	40	39	17	14	21	18	22	0	0	0	0	0	5	0	0	2	10	4	2	2	5	0	0	24	11	26	24	18	17	13	15	9	0	0	0	0	0	0	22	0	5	25	13	6	9	8	14	22	28	33	31	22	17	14	14	23	17	0	0	0	0	0	0	0	14	4	16	8	4	8	4	12	26	28	25	32	21	11	7	6	6	2	0	0	0	0	0	1	0	6	8	12	11	3	4	15	10	29	39	22	36	44	9	7	3	18	9	0	0	0	0	0	14	7	3	11	17	8	12	14	12	11	22	28	29	32	30	10	11	15	11	4
ASV_250	0	0	0	0	0	15	2	8	0	1	7	6	7	10	5	27	19	20	18	23	25	14	20	6	12	0	0	0	0	0	11	4	4	9	9	3	1	5	16	8	41	50	70	50	38	19	22	20	21	21	0	0	0	0	0	0	1	0	0	0	5	2	2	9	8	35	14	21	26	29	12	13	18	17	15	0	0	0	0	0	0	2	0	0	0	24	18	14	22	24	29	66	50	52	62	23	31	19	38	25	0	0	0	0	0	1	4	2	1	0	18	5	9	6	18	50	51	35	44	48	9	9	9	9	7	0	0	0	0	0	0	0	4	3	1	12	4	4	15	15	52	44	31	37	47	13	10	5	14	20	0	0	0	0	0	7	5	2	21	5	13	15	17	15	17	27	54	39	41	36	15	14	18	18	14
ASV_256	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	7	2	0	9	0	27	35	34	16	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	46	47	51	53	36	0	0	0	0	0	0	0	0	0	0	4	1	1	12	3	6	0	8	15	0	9	7	45	19	20	0	0	0	0	0	0	0	0	0	0	7	8	2	5	7	15	22	20	38	20	23	27	31	27	14	0	0	0	0	0	0	0	0	0	1	13	8	11	32	22	60	55	61	64	58	100	113	97	96	151	0	0	0	0	0	0	0	0	0	0	6	3	6	7	16	26	47	58	82	50	82	123	173	75	50	0	0	0	0	0	0	0	0	0	0	1	3	3	4	3	11	13	13	9	5	62	54	39	67	60
ASV_257	0	0	0	0	0	4	2	8	0	3	9	16	14	26	8	59	39	46	41	36	54	22	23	8	35	0	0	0	0	0	30	17	15	13	11	4	2	6	8	6	51	37	34	45	40	37	44	20	31	41	0	0	0	0	0	0	0	2	0	0	8	5	3	7	7	49	24	20	19	34	35	48	54	44	23	0	0	0	0	0	0	5	6	9	0	12	7	7	9	15	18	18	20	16	18	19	15	17	24	25	0	0	0	0	0	4	0	2	3	2	5	0	5	3	6	8	8	5	12	8	6	4	4	5	2	0	0	0	0	0	1	0	11	3	4	5	1	2	6	7	9	11	10	10	11	6	6	4	4	7	0	0	0	0	0	17	9	11	26	12	8	10	11	9	7	11	17	16	18	22	11	8	9	8	6
ASV_266	0	0	0	0	0	0	329	1	0	0	0	4	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_269	0	0	0	0	0	29	8	9	0	1	4	10	0	16	6	21	5	0	15	0	31	32	23	3	12	0	0	0	0	0	0	3	2	0	0	2	0	0	7	5	9	0	14	0	6	0	0	0	6	9	0	0	0	0	0	8	59	25	6	0	20	6	8	28	27	14	18	21	0	0	8	5	0	14	0	0	0	0	0	0	0	0	0	0	44	24	12	13	16	20	9	0	8	9	7	0	0	0	6	0	0	0	0	0	0	8	0	4	1	6	14	14	18	11	12	0	6	4	0	5	0	2	7	0	0	0	0	0	0	0	0	0	3	2	3	11	6	7	7	0	3	0	0	0	0	6	0	0	0	6	0	0	0	0	0	3	0	7	7	0	5	8	6	7	12	9	0	0	13	14	4	0	6	3	8
ASV_272	0	0	0	0	0	6	3	15	8	5	3	8	7	13	0	19	19	20	14	19	28	18	24	6	18	0	0	0	0	0	12	8	8	9	8	0	1	4	11	6	0	0	42	40	39	28	22	21	23	34	0	0	0	0	0	7	0	0	0	0	13	5	3	11	0	38	33	16	35	0	19	0	26	39	0	0	0	0	0	0	0	7	19	6	0	23	12	16	18	23	22	36	28	29	30	31	32	37	0	33	0	0	0	0	0	0	4	0	0	0	16	4	10	0	16	31	0	21	21	23	18	11	14	15	0	0	0	0	0	0	0	0	0	5	4	9	0	4	11	0	0	15	0	0	28	14	7	6	11	31	0	0	0	0	0	12	0	7	14	0	10	11	15	13	11	18	26	17	20	21	14	14	18	29	0
ASV_294	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_300	0	0	0	0	0	6	0	0	0	3	1	0	3	4	2	16	16	21	14	15	13	10	10	10	10	0	0	0	0	0	5	3	6	5	5	3	2	8	11	9	41	58	83	58	82	19	24	29	32	25	0	0	0	0	0	0	2	0	0	0	5	2	1	5	5	25	50	24	22	45	10	14	14	12	18	0	0	0	0	0	0	0	0	3	0	8	11	11	7	12	42	36	45	38	38	21	24	25	21	11	0	0	0	0	0	0	0	0	2	2	11	9	12	11	15	40	45	53	43	42	21	11	10	11	8	0	0	0	0	0	1	3	3	3	0	14	8	16	11	15	36	34	22	24	24	15	8	9	21	16	0	0	0	0	0	0	1	0	3	0	9	21	12	17	10	51	65	51	42	42	12	12	13	12	12
