"Method","GroupBasedOn","Group","Index","bin1","bin2","bin3","bin4","bin5","bin6","bin7","bin8","bin9","bin10","bin11","bin12","bin13","bin14","bin15","bin16","bin17","bin18","bin19","bin20","bin21","bin22","bin23","bin24","bin25","bin26","bin27","bin28","bin29","bin30","bin31","bin32","bin33","bin34","bin35","bin36","bin37","bin38","bin39","bin40","bin41","bin42","bin43","bin44","bin45","bin46","bin47","bin48","bin49","bin50","bin51","bin52","bin53","bin54","bin55","bin56","bin57","bin58","bin59","bin60","bin61","bin62","bin63","bin64","bin65","bin66","bin67","bin68","bin69","bin70","bin71","bin72","bin73","bin74","bin75","bin76","bin77","bin78","bin79","bin80","bin81","bin82","bin83","bin84","bin85","bin86","bin87","bin88","bin89","bin90","bin91","bin92","bin93","bin94","bin95","bin96","bin97","bin98","bin99","bin100","bin101","bin102","bin103","bin104","bin105","bin106","bin107","bin108","bin109","bin110","bin111","bin112","bin113","bin114","bin115","bin116","bin117","bin118","bin119","bin120","bin121","bin122","bin123","bin124","bin125","bin126","bin127","bin128","bin129"
"CbMPDiCbraya","group","N0.RH_vs_N6.RT","DominantProcessImportance","0.500210079534471","0.706839897925777","0.838002380483947","1","0.852774162187856","1","0.597554710456325","0.517658917487353","1","0.479699710445052","0.887863875724233","0.526357570263159","0.92107365001277","0.981822702448943","0.79999712885","1","0.515477423881703","0.622226564942578","0.661048870914194","0.578694783815857","0.72150244557186","0.638735216883831","0.556245843071508","0.438113981022183","0.738981390546917","0.622497219331424","1","0.480177918057964","0.832268969759413","0.507535609973452","0.719912808950307","0.609776419591238","1","0.536002240450754","0.549146039676716","0.874868111668498","0.825562530949216","0.833359081285635","0.80920998315436","0.628521159330251","0.837750179078026","0.779978743782359","0.848370330044264","0.57443230261677","0.971360564777559","0.766411789982725","0.946795785248417","0.525926812530163","0.605044930488222","0.738410676680836","0.782431946986929","1","0.415780722641071","1","0.97512748214206","0.650341530885199","1","0.792465132885075","0.5270240791243","0.905880267188552","0.737750806873265","0.88894825079072","0.773240571130258","0.883481335864959","1","0.88037434579369","0.784038840231626","1","0.645809607980555","1","0.785676859951191","0.799947194659714","0.731265863596378","0.537123659449342","1","1","0.670700509717875","0.560886654920823","0.524216944492334","1","1","0.833457390899035","0.672717340788482","0.511169285354424","0.681284500933831","1","0.953850697422492","0.534397545028971","1","0.645859744794567","0.571583740354899","0.933426180386595","1","0.767197231339063","0.44146020661381","0.505855006529515","1","0.461074675945586","0.752455459648432","0.866497185400399","1","0.720060985358821","0.510909815018053","0.606239404950837","0.940008296793557","0.959989157821217","0.640816060283588","1","0.859605303085208","0.615408979901391","0.799883217870528","0.591452663147196","0.555931939165594","0.675082333755175","0.613496962882592","0.699877411987279","0.700040930656015","0.695775750686695","0.357426924232516","0.589655538139797","0.6833979951617","0.753979589759237","1","1","0.840130452185116","0.730131016181","0.930104737949355","0.682681734817076","0.900054551675676"
"CbMPDiCbraya","group","N0.RH_vs_N6.RT","DominantProcessPvalue","0.47","0.18","0.21","0","0.03","0","0.37","0.41","0","0.46","0.02","0.45","0","0","0.04","0","0.38","0.35","0.15","0.23","0.09","0.18","0.41","0.46","0.22","0.18","0","0.5","0.05","0.51","0.1","0.21","0","0.32","0.37","0.02","0.07","0.02","0.05","0.2","0.02","0.09","0.14","0.3","0","0.37","0","0.45","0.38","0.14","0.12","0","0.45","0","0","0.28","0","0.02","0.37","0","0.04","0","0.07","0.01","0","0","0.02","0","0.19","0.4","0.04","0.06","0.22","0.42","0.02","0.33","0.05","0.42","0.5","0.02","0","0.04","0.24","0.37","0.21","0","0","0.44","0","0.3","0.4","0.01","0","0.08","0.42","0.42","0","0.41","0.15","0.28","0.11","0.02","0.39","0.18","0.02","0.02","0.14","0","0.02","0.32","0.05","0.34","0.26","0.17","0.2","0.12","0.14","0.33","0.68","0.28","0.33","0.33","0","0.31","0.08","0.16","0","0.19","0"
"CbMPDiCbraya","group","N0.RH_vs_N6.RH","HeS","0.532353353889897","0","0","0.054154093551872","0","0","0","0","0","0","0","0.153741836264872","0","0","0","0","0","0","0","0","0","0","0","0","0.237255582018752","0","0","0","0","0","0","0.101297584671508","0","0","0","0","0","0","0.0524727040861366","0","0","0","0","0","0","0","0","0.145663538967508","0","0","0","0","0","0","0","0","0","0.913657440372903","0","0","0","0","0.0249714170495879","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.306585012117244","0","0","0","0","0","0","0","0","0","0","0.292436414634269","0","0","0","0","0.0340074331127377","0","0","0","0","0","0","0","0.0413465211927627","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.209500195698242","0","0","0","0.339758232373056","0","0","0"
"CbMPDiCbraya","group","N0.RH_vs_N6.RH","HoS","0.353821967209143","0","0","0.756535184816199","0","0","0","0.352170053730032","0","0","0","0","0","0","0","0","0.47565612270366","0","0","0.139205168989014","0","0.188516896448068","0","0.0545929133474666","0","0.705111588675124","0","0.335783882172415","0.277997339582283","0","0","0.163906871448824","0","0","0.112135949675075","0","0","0.0478609557924165","0","0.0493968301181179","0.188404788732718","0","0","0","0.100402410201753","0.241045270989942","0","0","0.13573480224156","0","0","0","0","0","0","0","0","0","0","0","0","0.152412237536137","0","0.0989971681855934","0","0","0","0","0","0","0","0","0","0","0","0","0.783704913950181","0","0","0","0","0.0421466161582473","0","0.101782262339889","0.29844602845819","0","0","0","0","0","0","0","0","0","0","0.169041766627908","0","0.219965044261362","0.186254325597908","0","0","0","0.598410586110545","0.832400909221413","0","0","0.0689222750154158","0","0.144001747195736","0","0","0","0","0","0","0","0","0","0","0.197492662832671","0","0","0.0482792361574935","0","0.237084071898925","0.301267506598258","0","0","0"
"CbMPDiCbraya","group","N0.RH_vs_N6.RH","DL","0","0","0","0","0","0","0","0.349104929525454","0.0480613600453443","0.292106580311564","0.277983322736384","0","0.458515717816495","0","0.740055193109202","0","0.386997527099719","0.71738706269843","0.79671317720633","0.614937658852649","0","0","0.35933925852954","0.697550848017237","0.555020200845242","0.126031146430331","0","0.138759564424108","0.0999837289284549","0.352318838746505","0","0","0","0.0584455048792532","0","0","0","0","0.51234760130169","0.610287860796249","0","0","0.133376264126543","0.274816925030332","0.841595525053878","0.497257905227825","0.42229000275043","0.701535831469268","0.343369318053809","0","0","0","0","0","0","0","0","0","0","0","0.491950020778836","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.431725624105256","0","0","0","0","0","0","0","0","0","0","0","0.328001034419656","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.345411574200328","0","0","0","0","0","0","0","0.0415941002038194","0","0.918387713588852","0.535953335165629"
"CbMPDiCbraya","group","N0.RH_vs_N6.RH","HD","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.384474865173424","0","0","0","0","0.0696037625280167","0","0","0","0.0971089900696929","0","0","0","0","0","0","0","0","0","0","0.0880709808272293","0.0654303408029884","0.0894575879916205","0.307682702454265","0.196842070665984","0.155542480168172","0.0166735436984211","0","0.748700811056472","0","0","0.0312381398099649","0.125809237484552","0.10564372609519","0.0289606642001176","0","0","0.0133296695281094","0","0","0","0.006662831098485","0.0400042482892889","0","0","0.0324394739279067","0","0.0506889814099832","0","0","0","0","0","0","0","0","0.160226624102832","0.246081894342593","0","0.511553372180186","0","0","0","0","0","0","0","0.424877683139661","0.33359985462475","0","0","0.138702375311154","0","0.0216395313852278","0.0286036511973908","0.203218020332782","0.0461508332984955","0.0674312958705988","0.41970020241591","0","0.0399323544801979","0.162955836874771","0.0285803141035609","0","0","0.0869391262774244","0","0.32159633401796","0.379930860350155","0.813270224913182","0.0285420726654606","0.0275819760254357","0","0.0473455274644705","0","0","0","0"
"CbMPDiCbraya","group","N0.RH_vs_N6.RH","DR","0.11382467890096","1","1","0.189310721631929","1","1","1","0.298725016744513","0.951938639954656","0.707893419688436","0.722016677263616","0.846258163735128","0.541484282183505","1","0.259944806890798","1","0.137346350196621","0.28261293730157","0.20328682279367","0.245857172158337","1","0.811483103551932","0.64066074147046","0.247856238635296","0.207724217136006","0.168857264894545","1","0.525456553403477","0.622018931489262","0.647681161253495","1","0.350320678706244","1","0.941554495120747","0.887864050324925","1","0.930396237471983","0.952139044207583","0.435179694612173","0.340315309085634","0.714486221197589","1","0.866623735873457","0.725183074969668","0.058002064744369","0.261696823782233","0.57770999724957","0.152800629563224","0.520895879704631","1","1","0.911929019172771","0.934569659197012","0.910542412008379","0.692317297545735","0.803157929334017","0.844457519831828","0.0696690159286756","1","0.251299188943528","0.508049979221164","0.847587762463863","0.943790443140447","0.775193594329854","0.89435627390481","0.971039335799882","1","1","0.98667033047189","1","1","1","0.993337168901515","0.959995751710711","1","1","0.183855612121913","1","0.949311018590017","1","1","0.957853383841753","0.693414987882756","0.898217737660111","0.701553971541811","1","1","0.839773375897167","0.753918105657407","0.568274375894744","0.488446627819813","1","1","0.707563585365731","1","0.830958233372092","1","0.780034955738638","0.354860558149693","0.66640014537525","1","0.671998965580344","0.262887038578301","0.167599090778587","0.978360468614772","0.971396348802609","0.686513183459039","0.953849166701505","0.788566956933666","0.58029979758409","1","0.960067645519802","0.837044163125229","0.971419685896439","1","1","0.913060873722576","0.654588425799672","0.67840366598204","0.422576476817174","0.186729775086818","0.761957731636297","0.924138787817071","1","0.715570400636604","0.317380160824867","1","0.0816122864111475","0.464046664834371"
"CbMPDiCbraya","group","N0.RH_vs_N6.RH","DominantProcess","HeS","DR","DR","HoS","DR","DR","DR","HoS","DR","DR","DR","DR","DR","DR","DL","DR","HoS","DL","DL","DL","DR","DR","DR","DL","DL","HoS","DR","DR","DR","DR","DR","HD","DR","DR","DR","DR","DR","DR","DL","DL","DR","DR","DR","DR","DL","DL","DR","DL","DR","DR","DR","DR","DR","DR","DR","DR","DR","HeS","DR","HD","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","HoS","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","HD","DR","DR","DR","DR","DR","DR","DR","HD","DR","DR","DR","HoS","HoS","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","HD","DR","DR","DR","DR","HeS","DR","DL","DL"
"CbMPDiCbraya","group","N0.RH_vs_N6.RH","DominantProcessImportance","0.532353353889897","1","1","0.756535184816199","1","1","1","0.352170053730032","0.951938639954656","0.707893419688436","0.722016677263616","0.846258163735128","0.541484282183505","1","0.740055193109202","1","0.47565612270366","0.71738706269843","0.79671317720633","0.614937658852649","1","0.811483103551932","0.64066074147046","0.697550848017237","0.555020200845242","0.705111588675124","1","0.525456553403477","0.622018931489262","0.647681161253495","1","0.384474865173424","1","0.941554495120747","0.887864050324925","1","0.930396237471983","0.952139044207583","0.51234760130169","0.610287860796249","0.714486221197589","1","0.866623735873457","0.725183074969668","0.841595525053878","0.497257905227825","0.57770999724957","0.701535831469268","0.520895879704631","1","1","0.911929019172771","0.934569659197012","0.910542412008379","0.692317297545735","0.803157929334017","0.844457519831828","0.913657440372903","1","0.748700811056472","0.508049979221164","0.847587762463863","0.943790443140447","0.775193594329854","0.89435627390481","0.971039335799882","1","1","0.98667033047189","1","1","1","0.993337168901515","0.959995751710711","1","1","0.783704913950181","1","0.949311018590017","1","1","0.957853383841753","0.693414987882756","0.898217737660111","0.701553971541811","1","1","0.839773375897167","0.753918105657407","0.568274375894744","0.511553372180186","1","1","0.707563585365731","1","0.830958233372092","1","0.780034955738638","0.424877683139661","0.66640014537525","1","0.671998965580344","0.598410586110545","0.832400909221413","0.978360468614772","0.971396348802609","0.686513183459039","0.953849166701505","0.788566956933666","0.58029979758409","1","0.960067645519802","0.837044163125229","0.971419685896439","1","1","0.913060873722576","0.654588425799672","0.67840366598204","0.422576476817174","0.813270224913182","0.761957731636297","0.924138787817071","1","0.715570400636604","0.339758232373056","1","0.918387713588852","0.535953335165629"
"CbMPDiCbraya","group","N0.RH_vs_N6.RH","DominantProcessPvalue","0.4","0","0","0.08","0","0","0","0.62","0","0.24","0.1","0.01","0.45","0","0.07","0","0.4","0.21","0.03","0.26","0","0.02","0.25","0.09","0.18","0.08","0","0.28","0.18","0.22","0","0.57","0.37","0","0","0","0.01","0","0.46","0.31","0.07","0","0.03","0.1","0","0.36","0.26","0.14","0.35","0","0.01","0.01","0.01","0.02","0.12","0.12","0.04","0","0","0.1","0.41","0.03","0","0.03","0.01","0","0","0","0","0","0","0","0","0","0","0.03","0.04","0","0","0","0","0","0.26","0","0.12","0","0","0.05","0.07","0.24","0.37","0","0.02","0.17","0","0.05","0","0.03","0.47","0.4","0.11","0.24","0.16","0","0","0","0.07","0","0.04","0.37","0.37","0","0.03","0.04","0.03","0.05","0.01","0.24","0.17","0.5","0.04","0.03","0.01","0.28","0.07","0.62","0","0","0.43"
"CbMPDiCbraya","group","N0.RH_vs_N6.Z","HeS","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.206095749497192","0","0","0","0","0","0","0","0","0","0","0","0","0","0.105907327214968","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.523418352184622","0","0","0","0","0","0","0","0","0.0246239051276223","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.220944266714468","0","0","0","0","0","0","0","0","0","0","0.230850885779802","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NaN","0","0","0.346261447493528","0","0","0","0","0","0","0","0.186393793410271","0","0","0","0","0","0.0225743815327488","0"
"CbMPDiCbraya","group","N0.RH_vs_N6.Z","HoS","0.111247977158888","0","0","0.541102646237195","0","0","0","0.0707991078927217","0","0.182370012592599","0.0150105617598467","0","0.187124685518895","0","0","0","0.62340400157809","0.219983995892026","0.200847148936791","0.0496458158536231","0.268716170795921","0.290650458312758","0","0","0","1","0","0.323948046736428","0","0.231682621902005","0.0667282154532625","0.285743901197874","0","0","0.03659602801188","0","0","0.111802864200173","0.0546797534464856","0","0.350834943560379","0.099995960145656","0","0","0.396608398972224","0.0519544622339202","0","0","0.372852266240137","0","0","0","0.137664721975828","0.254662623439301","0","0","0","0","0","0","0","0","0","0","0.0423998569372473","0","0","0","0","0","0","0","0","0","0","0","0.646920690709397","0","0.112424162653825","0","0","0","0","0","0.454085205778785","0","0","0","0","0","0.177090637881202","0","0","0","0","0.377231862337829","0","0.0461622329115954","0.465534872680854","0","0","0","0.818381485555953","0.222562839319659","0","0","0","0","0.0851077506307793","0","NaN","0.0444034017412911","0","0.0119936918766333","0.11433582787652","0","0","0","0","0.071146220487016","0","0","0","0","0","0","0","0","0"
"CbMPDiCbraya","group","N0.RH_vs_N6.Z","DL","0.555335856701726","0","0","0","0","0","0","0.62821942651213","0","0","0.150087178461481","0","0.676684049010178","0","0","0","0.353357824743817","0.524141605093962","0.673301175525493","0","0","0.146657414842295","0","0.632215608838613","0.77756103574016","0","0","0.064259837318486","0","0","0","0","0","0","0","0","0","0","0.381791169394715","0.336445036242403","0","0","0","0","0.515358394083158","0","0","0","0","0.816688928514898","0.399978133375764","0","0","0","0","0.0916040209794265","0","0","0.597000776047803","0","0.312119075041421","0.737999748897262","0.645485507084693","0","0","0","0.744085512563594","0.237994404809654","0.438151119342042","0.538099786885506","0.952374786094917","0.184694061606852","0.791814438329504","0.397992743110073","0.442423648747525","0.232276398960242","0","0.55192098638804","0","0.266848564776752","0","0","0.536245042432711","0","0","1","0.428219016366808","0.0500315988071787","0.29533577920128","0.787384922365834","0.327401556238659","0","0","0","0.176500241850023","0","0","0","0","0","0","0","0","0","0","0.746333431817458","0.131084105712028","0","0","0","NaN","0","0","0.60775949747939","0","0.561986720999444","0.0760663031324118","0.600261908659355","0.857914382891316","0.348594653782554","0","0.733357043990552","0.429161440134632","0","0","0","0","0","0.500059618917943"
"CbMPDiCbraya","group","N0.RH_vs_N6.Z","HD","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0197383805816844","0","0","0","0","0","0","0","0","0","0.0288630035901474","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"CbMPDiCbraya","group","N0.RH_vs_N6.Z","DR","0.333416166139386","1","1","0.458897353762805","1","1","1","0.300981465595148","1","0.817629987407401","0.834902259778672","1","0.136191265470927","1","1","1","0.0232381736780932","0.255874399014011","0.125851675537716","0.950354184146377","0.731283829204079","0.562692126844947","1","0.367784391161387","0.22243896425984","0","0.980261619418316","0.611792115945086","0.793904250502808","0.768317378097995","0.933271784546738","0.714256098802125","1","1","0.96340397198812","1","0.971136996409853","0.888197135799827","0.5635290771588","0.663554963757597","0.649165056439621","0.900004039854344","0.894092672785032","1","0.0880332069446185","0.94804553776608","1","1","0.627147733759863","0.183311071485102","0.600021866624236","1","0.862335278024172","0.745337376560699","1","0.908395979020573","1","0.476581647815378","0.402999223952197","1","0.687880924958579","0.262000251102738","0.354514492915307","1","0.957600143062753","1","0.231290582308783","0.762005595190346","0.561848880657958","0.461900213114494","0.0476252139050831","0.815305938393147","0.208185561670496","0.602007256889927","0.557576351252475","0.767723601039758","0.353079309290603","0.44807901361196","0.887575837346175","0.733151435223248","1","1","0.24281069085282","1","0.545914794221215","0","0.571780983633192","0.949968401192821","0.70466422079872","0.212615077634166","0.495507805880139","1","1","0.769149114220198","0.823499758149977","0.622768137662171","1","0.953837767088405","0.534465127319146","1","1","1","0.181618514444047","0.777437160680341","1","0.253666568182542","0.868915894287972","1","0.914892249369221","1","NaN","0.955596598258709","1","0.0339853631504488","0.88566417212348","0.438013279000556","0.923933696867588","0.399738091340645","0.142085617108684","0.580259125730429","1","0.0802491625991772","0.570838559865368","1","1","1","1","0.977425618467251","0.499940381082057"
"CbMPDiCbraya","group","N0.RH_vs_N6.Z","DominantProcess","DL","DR","DR","HoS","DR","DR","DR","DL","DR","DR","DR","DR","DL","DR","DR","DR","HoS","DL","DL","DR","DR","DR","DR","DL","DL","HoS","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DL","DR","DR","DR","DR","DL","DR","DR","DR","DR","DR","DR","DR","HeS","DL","DR","DR","DL","DL","DR","DR","DR","DL","DR","DR","DL","DL","DR","DL","DR","DR","DR","HoS","DL","DR","DR","DR","DR","DL","DR","DR","DL","DR","DR","DR","DL","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","HoS","DR","DR","DL","DR","DR","DR","DR","","DR","DR","DL","DR","DL","DR","DL","DL","DR","DR","DL","DR","DR","DR","DR","DR","DR","DL"
"CbMPDiCbraya","group","N0.RH_vs_N6.Z","DominantProcessImportance","0.555335856701726","1","1","0.541102646237195","1","1","1","0.62821942651213","1","0.817629987407401","0.834902259778672","1","0.676684049010178","1","1","1","0.62340400157809","0.524141605093962","0.673301175525493","0.950354184146377","0.731283829204079","0.562692126844947","1","0.632215608838613","0.77756103574016","1","0.980261619418316","0.611792115945086","0.793904250502808","0.768317378097995","0.933271784546738","0.714256098802125","1","1","0.96340397198812","1","0.971136996409853","0.888197135799827","0.5635290771588","0.663554963757597","0.649165056439621","0.900004039854344","0.894092672785032","1","0.515358394083158","0.94804553776608","1","1","0.627147733759863","0.816688928514898","0.600021866624236","1","0.862335278024172","0.745337376560699","1","0.908395979020573","1","0.523418352184622","0.597000776047803","1","0.687880924958579","0.737999748897262","0.645485507084693","1","0.957600143062753","1","0.744085512563594","0.762005595190346","0.561848880657958","0.538099786885506","0.952374786094917","0.815305938393147","0.791814438329504","0.602007256889927","0.557576351252475","0.767723601039758","0.646920690709397","0.55192098638804","0.887575837346175","0.733151435223248","1","1","0.536245042432711","1","0.545914794221215","1","0.571780983633192","0.949968401192821","0.70466422079872","0.787384922365834","0.495507805880139","1","1","0.769149114220198","0.823499758149977","0.622768137662171","1","0.953837767088405","0.534465127319146","1","1","1","0.818381485555953","0.777437160680341","1","0.746333431817458","0.868915894287972","1","0.914892249369221","1","NaN","0.955596598258709","1","0.60775949747939","0.88566417212348","0.561986720999444","0.923933696867588","0.600261908659355","0.857914382891316","0.580259125730429","1","0.733357043990552","0.570838559865368","1","1","1","1","0.977425618467251","0.500059618917943"
"CbMPDiCbraya","group","N0.RH_vs_N6.Z","DominantProcessPvalue","0.37","0.01","0.05","0.53","0","0","0","0.13","0","0.01","0.04","0","0.03","0","0","0","0.23","0.45","0.16","0","0.06","0.23","0","0.39","0.11","0","0","0.17","0.07","0.1","0","0.02","0.33","0","0","0","0","0","0.23","0.2","0.29","0.01","0.01","0","0.47","0","0","0","0.2","0.03","0.42","0","0","0.09","0","0.02","0","0.33","0.41","0","0.29","0.1","0.23","0","0","0","0.06","0.08","0.38","0.49","0.03","0.06","0.06","0.37","0.48","0.14","0.37","0.44","0","0.13","0.08","0","0.37","0","0.5","0","0.36","0","0.09","0.21","0.28","0","0.09","0.1","0.06","0.3","0","0","0.52","0","0.39","0.06","0.03","0.04","0","0.1","0","0.01","0","0","","0","0","0.35","0.05","0.49","0","0.48","0.03","0.33","0","0.05","0.33","0.26","0","0","0","0","0.36"
"CbMPDiCbraya","group","N0.RH_vs_N6.O","HeS","0.273227341035433","0","0","0","0","0","0","0","0","0","0","0.107543824063704","0","0","0","0","0.101444464038609","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0674758381224875","0","0","0","0.253462710098147","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.853193908850169","0","0","0","0","0.215349584572878","0","0","0.107897659409363","0","0.119943238963766","0","0","0","0","0","0","0","0","0","0.14260196208195","0","0","0","0","0.251638989323194","0","0","0","0","0","0","0","0.350918466415528","0","0","0.165555723848826","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","0","0.123729313026145","0","0","0","0","0","0","0"
"CbMPDiCbraya","group","N0.RH_vs_N6.O","HoS","0","0","0","0.254488853891935","0","0","0","0.0904065152568068","0.0526555500867843","0","0.0895176489418227","0","0","0","0.0648082761234409","0","0.653972356934575","0.0472412888207044","0.156990616362811","0","0","0.264258714908568","0.0363645366911935","0","0","0.395763560570931","0","0","0","0","0.128569185203672","0.145084320991268","0","0","0","0","0.148385587003609","0.146940657917782","0","0","0.0341350154167189","0.158304311653979","0","0","0.234222688756379","0.123086796309015","0","0","0","0","0","0","0.359076863269309","0.138568829459091","0","0","0","0","0","0","0","0.269133512333496","0","0","0","0","0","0","0","0","0","0","0.0444477588720732","0","0","0","0.559540129252044","0","0","0","0","0.0304729528706031","0","0","0.62863516252368","0","0","0","0","0","0.0980896412641275","0","0","0","0.0798757353530186","0","0","0","0.111227350143506","0","0","0.093253363814949","0.954865464556736","0.539186225747513","0","0","0","0","0.239654391929623","0","NaN","0","0","0","0.0363721430090266","0.311213338164344","0","0","0","0.523088975998733","0","0","0.061533274029885","0","0","0","0","0","0"
"CbMPDiCbraya","group","N0.RH_vs_N6.O","DL","0","0","0","0","0","0","0","0","0","0","0","0","0.371577149453148","0","0","0","0.221503370315952","0.691715687305288","0.717622442908791","0","0","0.111357773951221","0","0.693479481235649","0.736993718687042","0.352590895240442","0","0.282260663917279","0","0","0","0.17876173101462","0.2","0","0.0559134579649191","0","0","0.092014893819974","0.667322380635791","0.395574009119879","0","0","0","0","0.645986134492399","0","0","0.533115269830282","0","0.524438165797022","0.888585831015155","0","0","0","0","0","0","0","0.652940024751679","0.950730689466028","0","0.280669071185855","0","0","0","0","0","0","0","0.566000083813153","0.499591469338369","0","0","0","0","0","0","0.85739803791805","0","0","0","0","0","0","0","0.0856169689810916","0","0","0","0.683069680238189","0","0","0","0.137967351428746","0","0","0","0","0","0","0","0","0","0","0","0.574253918591659","0.0743592175181307","0.431891817206364","0","0","NaN","0","0","0","0","0","0","0.366242124421175","0.0495074523934858","0","0","0","0","0","0","0","0","0","0"
"CbMPDiCbraya","group","N0.RH_vs_N6.O","HD","0","0","0","0","0","0","0","0","0","0.00556564825492806","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.017361517989981","0","0","0","0","0","0","0","0","0.0121377206133371","0.148403390313521","0","0","0","0.0365773399263645","0","0","0","0","0.00770326590705869","0","0","0","0","0","0","0","0","0.0976720662285692","0","0.0754247379965202","0","0","0","0","0","0","0.112133274029751","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0285291901140795","0","0","0","0","0","0","0","0","0.0145052416901339","0","NaN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0666424879862181","0","0.0528474566177874","0"
"CbMPDiCbraya","group","N0.RH_vs_N6.O","DR","0.726772658964567","1","1","0.745511146108065","1","1","1","0.909593484743193","0.947344449913216","0.994434351745072","0.910482351058177","0.892456175936296","0.628422850546852","1","0.935191723876559","1","0.0230798087108645","0.261043023874008","0.125386940728399","1","1","0.624383511140211","0.963635463308807","0.306520518764351","0.263006281312958","0.251645544188627","0.982638482010019","0.717739336082721","1","1","0.871430814796328","0.676153947994112","0.8","1","0.944086542035081","0.987862279386663","0.703211022682869","0.761044448262244","0.265201781241721","0.604425990880121","0.929287644656917","0.841695688346021","0.746537289901853","1","0.119791176751221","0.869209937783927","1","0.466884730169718","1","0.475561834202978","0.111414168984845","1","0.640923136730691","0.861431170540909","0.902327933771431","1","0.92457526200348","0.146806091149831","0.347059975248321","0.0492693105339716","1","0.450197416480648","0.784650415427121","0.887866725970249","1","0.892102340590637","1","0.880056761036234","1","0.433999916186847","0.500408530661631","1","0.955552241127927","1","1","1","0.440459870747956","0","1","1","1","0.969527047129397","0.748361010676806","1","0.37136483747632","0.914383031018908","1","1","1","0.316930319761811","0.550991892320344","1","1","0.696476924722427","0.920124264646981","1","1","1","0.888772649856494","0.97147080988592","1","0.906746636185051","0.0451345354432642","0.460813774252487","1","0.425746081408341","0.925640782481869","0.568108182793637","0.745840366380243","1","NaN","1","1","1","0.963627856990973","0.688786661835656","1","0.633757875578825","0.950492547606514","0.476911024001267","1","0.876270686973855","0.938466725970115","1","1","0.933357512013782","1","0.947152543382213","1"
"CbMPDiCbraya","group","N0.RH_vs_N6.O","DominantProcess","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","HoS","DL","DL","DR","DR","DR","DR","DL","DL","HoS","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DL","DR","DR","DR","DR","DR","DL","DR","DR","DL","DR","DL","DL","DR","DR","DR","DR","DR","DR","HeS","DL","DL","DR","DR","DR","DR","DR","DR","DR","DR","DR","DL","DR","DR","DR","DR","DR","DR","HoS","DL","DR","DR","DR","DR","DR","DR","HoS","DR","DR","DR","DR","DL","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","HoS","HoS","DR","DL","DR","DR","DR","DR","","DR","DR","DR","DR","DR","DR","DR","DR","HoS","DR","DR","DR","DR","DR","DR","DR","DR","DR"
