"ID","filed","Kingdom","Phylum","Class","Order","Family","Genus","Species","group","Label"
"fun_ASV_32","fun","Fungi","Glomeromycota","Glomeromycetes","","","","","fun","fun_ASV_32"
"fun_ASV_332","fun","Fungi","Glomeromycota","Glomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","Glom_1B13","fun","fun_ASV_332"
"fun_ASV_334","fun","Fungi","Glomeromycota","Glomeromycetes","","","","","fun","fun_ASV_334"
"fun_ASV_340","fun","Fungi","Glomeromycota","Glomeromycetes","","","","","fun","fun_ASV_340"
"fun_ASV_341","fun","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","","fun","fun_ASV_341"
"fun_ASV_356","fun","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","Wirsel_OTU16","fun","fun_ASV_356"
"fun_ASV_36","fun","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","","","","fun","fun_ASV_36"
"fun_ASV_360","fun","Fungi","Glomeromycota","Glomeromycetes","","","","","fun","fun_ASV_360"
"fun_ASV_37","fun","Fungi","Glomeromycota","Glomeromycetes","","","","","fun","fun_ASV_37"
"fun_ASV_373","fun","Fungi","Glomeromycota","Glomeromycetes","Glomerales","","","","fun","fun_ASV_373"
"fun_ASV_374","fun","Fungi","Glomeromycota","Glomeromycetes","","","","","fun","fun_ASV_374"
"fun_ASV_378","fun","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","","fun","fun_ASV_378"
"fun_ASV_38","fun","Fungi","Glomeromycota","Glomeromycetes","","","","","fun","fun_ASV_38"
"fun_ASV_389","fun","Fungi","Glomeromycota","Glomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","Alguacil12a_Para_1","fun","fun_ASV_389"
"fun_ASV_400","fun","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Claroideoglomeraceae","Claroideoglomus","Torrecillas12b_Glo_G5","fun","fun_ASV_400"
"fun_ASV_403","fun","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","","fun","fun_ASV_403"
"fun_ASV_404","fun","Fungi","Glomeromycota","Glomeromycetes","","","","","fun","fun_ASV_404"
"fun_ASV_406","fun","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","","fun","fun_ASV_406"
"fun_ASV_407","fun","Fungi","Glomeromycota","Glomeromycetes","","","","","fun","fun_ASV_407"
"fun_ASV_41","fun","Fungi","Glomeromycota","Glomeromycetes","Glomerales","","","","fun","fun_ASV_41"
"fun_ASV_417","fun","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","Wirsel_OTU16","fun","fun_ASV_417"
"fun_ASV_42","fun","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Diversisporaceae","Diversispora","MO_GC2","fun","fun_ASV_42"
"fun_ASV_43","fun","Fungi","Glomeromycota","Glomeromycetes","","","","","fun","fun_ASV_43"
"fun_ASV_433","fun","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","","fun","fun_ASV_433"
"fun_ASV_441","fun","Fungi","Glomeromycota","Glomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","Alguacil12a_Para_1","fun","fun_ASV_441"
"fun_ASV_442","fun","Fungi","Glomeromycota","Glomeromycetes","","","","","fun","fun_ASV_442"
"fun_ASV_45","fun","Fungi","Glomeromycota","Glomeromycetes","","","","","fun","fun_ASV_45"
"fun_ASV_457","fun","Fungi","Glomeromycota","Glomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","Alguacil12a_Para_1","fun","fun_ASV_457"
"fun_ASV_474","fun","Fungi","Glomeromycota","Glomeromycetes","","","","","fun","fun_ASV_474"
"fun_ASV_477","fun","Fungi","Glomeromycota","Glomeromycetes","","","","","fun","fun_ASV_477"
"fun_ASV_480","fun","Fungi","Glomeromycota","Glomeromycetes","","","","","fun","fun_ASV_480"
"fun_ASV_49","fun","Fungi","Glomeromycota","Glomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","Alguacil12a_Para_1","fun","fun_ASV_49"
"fun_ASV_492","fun","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","viscosum","fun","fun_ASV_492"
"fun_ASV_499","fun","Fungi","Glomeromycota","Glomeromycetes","","","","","fun","fun_ASV_499"
"fun_ASV_5","fun","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","Whitfield_type_17","fun","fun_ASV_5"
"fun_ASV_50","fun","Fungi","Glomeromycota","Glomeromycetes","","","","","fun","fun_ASV_50"
"fun_ASV_514","fun","Fungi","Glomeromycota","Glomeromycetes","Glomerales","","","","fun","fun_ASV_514"
"fun_ASV_515","fun","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","","fun","fun_ASV_515"
"fun_ASV_520","fun","Fungi","Glomeromycota","Glomeromycetes","","","","","fun","fun_ASV_520"
"fun_ASV_527","fun","Fungi","Glomeromycota","Glomeromycetes","Glomerales","","","","fun","fun_ASV_527"
"fun_ASV_530","fun","Fungi","Glomeromycota","Glomeromycetes","","","","","fun","fun_ASV_530"
"fun_ASV_533","fun","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","","fun","fun_ASV_533"
"fun_ASV_559","fun","Fungi","Glomeromycota","Glomeromycetes","","","","","fun","fun_ASV_559"
"fun_ASV_565","fun","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Claroideoglomeraceae","Claroideoglomus","Torrecillas12b_Glo_G5","fun","fun_ASV_565"
"fun_ASV_570","fun","Fungi","Glomeromycota","Glomeromycetes","","","","","fun","fun_ASV_570"
"fun_ASV_58","fun","Fungi","Glomeromycota","Glomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","Alguacil12a_Para_1","fun","fun_ASV_58"
"fun_ASV_581","fun","Fungi","Glomeromycota","Glomeromycetes","","","","","fun","fun_ASV_581"
"fun_ASV_590","fun","Fungi","Glomeromycota","Glomeromycetes","","","","","fun","fun_ASV_590"
"fun_ASV_6","fun","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","","fun","fun_ASV_6"
"fun_ASV_60","fun","Fungi","Glomeromycota","Glomeromycetes","Glomerales","","","","fun","fun_ASV_60"
"fun_ASV_603","fun","Fungi","Glomeromycota","Glomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","Alguacil12a_Para_1","fun","fun_ASV_603"
"fun_ASV_61","fun","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","","fun","fun_ASV_61"
"fun_ASV_611","fun","Fungi","Glomeromycota","Glomeromycetes","Glomerales","","","","fun","fun_ASV_611"
"fun_ASV_622","fun","Fungi","Glomeromycota","Glomeromycetes","","","","","fun","fun_ASV_622"
"fun_ASV_643","fun","Fungi","Glomeromycota","Glomeromycetes","","","","","fun","fun_ASV_643"
"fun_ASV_649","fun","Fungi","Glomeromycota","Glomeromycetes","","","","","fun","fun_ASV_649"
"fun_ASV_65","fun","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","","fun","fun_ASV_65"
"fun_ASV_656","fun","Fungi","Glomeromycota","Glomeromycetes","","","","","fun","fun_ASV_656"
"fun_ASV_68","fun","Fungi","Glomeromycota","Glomeromycetes","","","","","fun","fun_ASV_68"
"fun_ASV_69","fun","Fungi","Glomeromycota","Glomeromycetes","Glomerales","","","","fun","fun_ASV_69"
"fun_ASV_691","fun","Fungi","Glomeromycota","Glomeromycetes","Glomerales","","","","fun","fun_ASV_691"
"fun_ASV_697","fun","Fungi","Glomeromycota","Glomeromycetes","","","","","fun","fun_ASV_697"
"fun_ASV_7","fun","Fungi","Glomeromycota","Glomeromycetes","","","","","fun","fun_ASV_7"
"fun_ASV_719","fun","Fungi","Glomeromycota","Glomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","Glom_1B13","fun","fun_ASV_719"
"fun_ASV_725","fun","Fungi","Glomeromycota","Glomeromycetes","","","","","fun","fun_ASV_725"
"fun_ASV_728","fun","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","","fun","fun_ASV_728"
"fun_ASV_74","fun","Fungi","Glomeromycota","Glomeromycetes","","","","","fun","fun_ASV_74"
"fun_ASV_753","fun","Fungi","Glomeromycota","Glomeromycetes","","","","","fun","fun_ASV_753"
"fun_ASV_77","fun","Fungi","Glomeromycota","Glomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","","fun","fun_ASV_77"
"fun_ASV_773","fun","Fungi","Glomeromycota","Glomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","Alguacil12a_Para_1","fun","fun_ASV_773"
"fun_ASV_775","fun","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","viscosum","fun","fun_ASV_775"
"fun_ASV_776","fun","Fungi","Glomeromycota","Glomeromycetes","","","","","fun","fun_ASV_776"
"fun_ASV_778","fun","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","","fun","fun_ASV_778"
"fun_ASV_78","fun","Fungi","Glomeromycota","Glomeromycetes","Glomerales","","","","fun","fun_ASV_78"
"fun_ASV_785","fun","Fungi","Glomeromycota","Glomeromycetes","","","","","fun","fun_ASV_785"
"fun_ASV_788","fun","Fungi","Glomeromycota","Glomeromycetes","","","","","fun","fun_ASV_788"
"fun_ASV_797","fun","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","","fun","fun_ASV_797"
"fun_ASV_80","fun","Fungi","Glomeromycota","Glomeromycetes","","","","","fun","fun_ASV_80"
"fun_ASV_801","fun","Fungi","Glomeromycota","Glomeromycetes","","","","","fun","fun_ASV_801"
"fun_ASV_820","fun","Fungi","Glomeromycota","Glomeromycetes","","","","","fun","fun_ASV_820"
"fun_ASV_833","fun","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","","fun","fun_ASV_833"
"fun_ASV_844","fun","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Claroideoglomeraceae","Claroideoglomus","Torrecillas12b_Glo_G5","fun","fun_ASV_844"
"fun_ASV_855","fun","Fungi","Glomeromycota","Glomeromycetes","","","","","fun","fun_ASV_855"
"fun_ASV_86","fun","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","","fun","fun_ASV_86"
"fun_ASV_876","fun","Fungi","Glomeromycota","Glomeromycetes","","","","","fun","fun_ASV_876"
"fun_ASV_88","fun","Fungi","Glomeromycota","Glomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","Alguacil12a_Para_1","fun","fun_ASV_88"
"fun_ASV_882","fun","Fungi","Glomeromycota","Glomeromycetes","","","","","fun","fun_ASV_882"
"fun_ASV_89","fun","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","","fun","fun_ASV_89"
"fun_ASV_90","fun","Fungi","Glomeromycota","Glomeromycetes","Glomerales","","","","fun","fun_ASV_90"
"fun_ASV_902","fun","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","","fun","fun_ASV_902"
"fun_ASV_918","fun","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","acnaGlo2","fun","fun_ASV_918"
"fun_ASV_921","fun","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","","fun","fun_ASV_921"
"fun_ASV_924","fun","Fungi","Glomeromycota","Glomeromycetes","","","","","fun","fun_ASV_924"
"fun_ASV_93","fun","Fungi","Glomeromycota","Glomeromycetes","","","","","fun","fun_ASV_93"
"fun_ASV_94","fun","Fungi","Glomeromycota","Glomeromycetes","","","","","fun","fun_ASV_94"
"fun_ASV_958","fun","Fungi","Glomeromycota","Glomeromycetes","","","","","fun","fun_ASV_958"
"fun_ASV_961","fun","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","","fun","fun_ASV_961"
"fun_ASV_97","fun","Fungi","Glomeromycota","Glomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","Alguacil12a_Para_1","fun","fun_ASV_97"
"fun_ASV_99","fun","Fungi","Glomeromycota","Glomeromycetes","","","","","fun","fun_ASV_99"
