ASV	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV_10291	Fungi	Glomeromycota	Glomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	
ASV_10292	Fungi	Glomeromycota	Glomeromycetes				
ASV_10293	Fungi	Glomeromycota	Glomeromycetes				
ASV_10294	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_10295	Fungi	Glomeromycota	Glomeromycetes				
ASV_10296	Fungi	Glomeromycota	Glomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	Alguacil12a_Para_1
ASV_10297	Fungi	Glomeromycota	Glomeromycetes				
ASV_10298	Fungi	Glomeromycota	Glomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	
ASV_10299	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_10300	Fungi	Glomeromycota	Glomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	Glom_1B13
ASV_1030	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_103	Fungi	Glomeromycota	Glomeromycetes				
ASV_10301	Fungi	Glomeromycota	Glomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	
ASV_10302	Fungi	Glomeromycota	Glomeromycetes				
ASV_10303	Fungi	Glomeromycota	Glomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	Alguacil12a_Para_1
ASV_10304	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Claroideoglomeraceae	Claroideoglomus	MO_GB1
ASV_10305	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_10306	Fungi	Glomeromycota	Glomeromycetes				
ASV_10307	Fungi	Glomeromycota	Glomeromycetes				
ASV_10308	Fungi	Glomeromycota	Glomeromycetes				
ASV_10309	Fungi	Glomeromycota	Glomeromycetes				
ASV_10310	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_1031	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_10311	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_10312	Fungi	Glomeromycota	Glomeromycetes				
ASV_10313	Fungi	Glomeromycota	Glomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	
ASV_10314	Fungi	Glomeromycota	Glomeromycetes				
ASV_10315	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_10316	Fungi	Glomeromycota	Glomeromycetes				
ASV_10317	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_10318	Fungi	Glomeromycota	Glomeromycetes				
ASV_10319	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	NES25
ASV_10320	Fungi	Glomeromycota	Glomeromycetes				
ASV_1032	Fungi	Glomeromycota	Glomeromycetes				
ASV_10321	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_10322	Fungi	Glomeromycota	Glomeromycetes				
ASV_10323	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_10324	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_10325	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_10326	Fungi	Glomeromycota	Glomeromycetes				
ASV_10327	Fungi	Glomeromycota	Glomeromycetes				
ASV_10328	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_10329	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_1033	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_10330	Fungi	Glomeromycota	Glomeromycetes				
ASV_10331	Fungi	Glomeromycota	Glomeromycetes				
ASV_10332	Fungi	Glomeromycota	Glomeromycetes				
ASV_10333	Fungi	Glomeromycota	Glomeromycetes				
ASV_10334	Fungi	Glomeromycota	Glomeromycetes				
ASV_10335	Fungi	Glomeromycota	Glomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	Glom_1B13
ASV_10336	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_10337	Fungi	Glomeromycota	Glomeromycetes				
ASV_10338	Fungi	Glomeromycota	Glomeromycetes				
ASV_10339	Fungi	Glomeromycota	Glomeromycetes				
ASV_1034	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Claroideoglomeraceae	Claroideoglomus	lamellosum
ASV_10340	Fungi	Glomeromycota	Glomeromycetes				
ASV_10341	Fungi	Glomeromycota	Glomeromycetes				
ASV_10342	Fungi	Glomeromycota	Glomeromycetes				
ASV_10343	Fungi	Glomeromycota	Glomeromycetes				
ASV_10344	Fungi	Glomeromycota	Glomeromycetes				
ASV_10345	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Claroideoglomeraceae	Claroideoglomus	Alguacil12b_GLO_G3
ASV_10346	Fungi	Glomeromycota	Glomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	Glom_1B13
ASV_10347	Fungi	Glomeromycota	Glomeromycetes				
ASV_10348	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Claroideoglomeraceae	Claroideoglomus	
ASV_10349	Fungi	Glomeromycota	Glomeromycetes				
ASV_10350	Fungi	Glomeromycota	Glomeromycetes	Archaeosporales	Archaeosporaceae	Archaeospora	
ASV_1035	Fungi	Glomeromycota	Glomeromycetes				
ASV_10351	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	MO_G23
ASV_10352	Fungi	Glomeromycota	Glomeromycetes				
ASV_10353	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_10354	Fungi	Glomeromycota	Glomeromycetes				
ASV_10355	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_10356	Fungi	Glomeromycota	Glomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	Para1_OTU2
ASV_10357	Fungi	Glomeromycota	Glomeromycetes				
ASV_10358	Fungi	Glomeromycota	Glomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	
ASV_10359	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_10360	Fungi	Glomeromycota	Glomeromycetes				
ASV_1036	Fungi	Glomeromycota	Glomeromycetes				
ASV_10361	Fungi	Glomeromycota	Glomeromycetes				
ASV_10362	Fungi	Glomeromycota	Glomeromycetes				
ASV_10363	Fungi	Glomeromycota	Glomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	
ASV_10364	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_10365	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_10366	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_10367	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	MO_G22
ASV_10368	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_10369	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_1037	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_10370	Fungi	Glomeromycota	Glomeromycetes				
ASV_10371	Fungi	Glomeromycota	Glomeromycetes				
ASV_10372	Fungi	Glomeromycota	Glomeromycetes				
ASV_10373	Fungi	Glomeromycota	Glomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	Alguacil12a_Para_1
ASV_10374	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_10375	Fungi	Glomeromycota	Glomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	
ASV_10376	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_10377	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_10378	Fungi	Glomeromycota	Glomeromycetes				
ASV_10379	Fungi	Glomeromycota	Glomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	
ASV_1038	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_10380	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_10381	Fungi	Glomeromycota	Glomeromycetes	Glomerales			
ASV_10382	Fungi	Glomeromycota	Glomeromycetes				
ASV_10383	Fungi	Glomeromycota	Glomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	Para1_OTU2
ASV_10384	Fungi	Glomeromycota	Glomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	Alguacil12a_Para_1
ASV_10385	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_10386	Fungi	Glomeromycota	Glomeromycetes				
ASV_10387	Fungi	Glomeromycota	Glomeromycetes				
ASV_10388	Fungi	Glomeromycota	Glomeromycetes	Glomerales			
ASV_10389	Fungi	Glomeromycota	Glomeromycetes	Diversisporales	Diversisporaceae	Diversispora	sp
ASV_1039	Fungi	Glomeromycota	Glomeromycetes				
ASV_10390	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_10391	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_10392	Fungi	Glomeromycota	Glomeromycetes				
ASV_10393	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_10394	Fungi	Glomeromycota	Glomeromycetes				
ASV_10395	Fungi	Glomeromycota	Glomeromycetes				
ASV_10396	Fungi	Glomeromycota	Glomeromycetes	Glomerales			
ASV_10397	Fungi	Glomeromycota	Glomeromycetes				
ASV_10398	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_10399	Fungi	Glomeromycota	Glomeromycetes				
ASV_10400	Fungi	Glomeromycota	Glomeromycetes	Glomerales			
ASV_104	Fungi	Glomeromycota	Glomeromycetes				
ASV_1040	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Claroideoglomeraceae	Claroideoglomus	lamellosum
ASV_10401	Fungi	Glomeromycota	Glomeromycetes				
ASV_10402	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_10403	Fungi	Glomeromycota	Glomeromycetes				
ASV_10404	Fungi	Glomeromycota	Glomeromycetes				
ASV_10405	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_10406	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_10407	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_10408	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_10409	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_10410	Fungi	Glomeromycota	Glomeromycetes				
ASV_1041	Fungi	Glomeromycota	Glomeromycetes				
ASV_10411	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_10412	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_10413	Fungi	Glomeromycota	Glomeromycetes				
ASV_10414	Fungi	Glomeromycota	Glomeromycetes				
ASV_10415	Fungi	Glomeromycota	Glomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	Alguacil12a_Para_1
ASV_10416	Fungi	Glomeromycota	Glomeromycetes	Diversisporales	Diversisporaceae	Diversispora	sp
ASV_10417	Fungi	Glomeromycota	Glomeromycetes	Glomerales			
ASV_10418	Fungi	Glomeromycota	Glomeromycetes				
ASV_10419	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_1042	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Claroideoglomeraceae	Claroideoglomus	
ASV_10420	Fungi	Glomeromycota	Glomeromycetes				
ASV_10421	Fungi	Glomeromycota	Glomeromycetes				
ASV_10422	Fungi	Glomeromycota	Glomeromycetes				
ASV_10423	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_10424	Fungi	Glomeromycota	Glomeromycetes				
ASV_10425	Fungi	Glomeromycota	Glomeromycetes				
ASV_10426	Fungi	Glomeromycota	Glomeromycetes	Glomerales			
ASV_10427	Fungi	Glomeromycota	Glomeromycetes	Glomerales			
ASV_10428	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Claroideoglomeraceae	Claroideoglomus	lamellosum
ASV_10429	Fungi	Glomeromycota	Glomeromycetes				
ASV_10430	Fungi	Glomeromycota	Glomeromycetes				
ASV_1043	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_10431	Fungi	Glomeromycota	Glomeromycetes				
ASV_10432	Fungi	Glomeromycota	Glomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	Glom_1B13
ASV_10433	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_10434	Fungi	Glomeromycota	Glomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	
ASV_10435	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_10436	Fungi	Glomeromycota	Glomeromycetes				
ASV_10437	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_10438	Fungi	Glomeromycota	Glomeromycetes				
ASV_10439	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_10440	Fungi	Glomeromycota	Glomeromycetes				
ASV_1044	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_10441	Fungi	Glomeromycota	Glomeromycetes				
ASV_10442	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_10443	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_10444	Fungi	Glomeromycota	Glomeromycetes				
ASV_10445	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_10446	Fungi	Glomeromycota	Glomeromycetes	Glomerales			
ASV_10447	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_10448	Fungi	Glomeromycota	Glomeromycetes	Glomerales			
ASV_10449	Fungi	Glomeromycota	Glomeromycetes				
ASV_1045	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_10450	Fungi	Glomeromycota	Glomeromycetes				
ASV_10451	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_10452	Fungi	Glomeromycota	Glomeromycetes				
ASV_10453	Fungi	Glomeromycota	Glomeromycetes	Glomerales			
ASV_10454	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_10455	Fungi	Glomeromycota	Glomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	Para1_OTU2
ASV_10456	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_10457	Fungi	Glomeromycota	Glomeromycetes				
ASV_10458	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_10459	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_1046	Fungi	Glomeromycota	Glomeromycetes				
ASV_10460	Fungi	Glomeromycota	Glomeromycetes				
ASV_10461	Fungi	Glomeromycota	Glomeromycetes				
ASV_10462	Fungi	Glomeromycota	Glomeromycetes				
ASV_10463	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_10464	Fungi	Glomeromycota	Glomeromycetes	Glomerales			
ASV_10465	Fungi	Glomeromycota	Glomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	Glom_1B13
ASV_10466	Fungi	Glomeromycota	Glomeromycetes	Glomerales			
ASV_10467	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_10468	Fungi	Glomeromycota	Glomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	Para1_OTU2
ASV_10469	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_1047	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	MO_G23
ASV_10470	Fungi	Glomeromycota	Glomeromycetes	Glomerales			
ASV_10471	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_10472	Fungi	Glomeromycota	Glomeromycetes				
ASV_10473	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_10474	Fungi	Glomeromycota	Glomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	Alguacil12a_Para_1
ASV_10475	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_10476	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_10477	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_10478	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_10479	Fungi	Glomeromycota	Glomeromycetes				
ASV_1048	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Claroideoglomeraceae	Claroideoglomus	lamellosum
ASV_10480	Fungi	Glomeromycota	Glomeromycetes				
ASV_10481	Fungi	Glomeromycota	Glomeromycetes				
ASV_10482	Fungi	Glomeromycota	Glomeromycetes				
ASV_10483	Fungi	Glomeromycota	Glomeromycetes				
ASV_10484	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_10485	Fungi	Glomeromycota	Glomeromycetes				
ASV_10486	Fungi	Glomeromycota	Glomeromycetes	Glomerales			
ASV_10487	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_10488	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_10489	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_10490	Fungi	Glomeromycota	Glomeromycetes	Glomerales			
ASV_10491	Fungi	Glomeromycota	Glomeromycetes				
ASV_1049	Fungi	Glomeromycota	Glomeromycetes				
ASV_10492	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_10493	Fungi	Glomeromycota	Glomeromycetes				
ASV_10494	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_10495	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_10496	Fungi	Glomeromycota	Glomeromycetes				
ASV_10497	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_10498	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_10499	Fungi	Glomeromycota	Glomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	
ASV_10500	Fungi	Glomeromycota	Glomeromycetes				
ASV_1050	Fungi	Glomeromycota	Glomeromycetes	Diversisporales	Diversisporaceae	Diversispora	MO_GC2
ASV_10501	Fungi	Glomeromycota	Glomeromycetes				
ASV_10502	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_10503	Fungi	Glomeromycota	Glomeromycetes				
ASV_10504	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_10505	Fungi	Glomeromycota	Glomeromycetes				
ASV_10506	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_10507	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_10508	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_10509	Fungi	Glomeromycota	Glomeromycetes				
ASV_1051	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_10510	Fungi	Glomeromycota	Glomeromycetes				
ASV_10511	Fungi	Glomeromycota	Glomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	
ASV_10512	Fungi	Glomeromycota	Glomeromycetes				
ASV_10513	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	viscosum
ASV_10514	Fungi	Glomeromycota	Glomeromycetes				
ASV_10515	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_10516	Fungi	Glomeromycota	Glomeromycetes				
ASV_10517	Fungi	Glomeromycota	Glomeromycetes				
ASV_10518	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_10519	Fungi	Glomeromycota	Glomeromycetes				
ASV_10520	Fungi	Glomeromycota	Glomeromycetes				
ASV_1052	Fungi	Glomeromycota	Glomeromycetes				
ASV_10521	Fungi	Glomeromycota	Glomeromycetes				
ASV_10522	Fungi	Glomeromycota	Glomeromycetes	Glomerales			
ASV_10523	Fungi	Glomeromycota	Glomeromycetes				
ASV_10524	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Claroideoglomeraceae	Claroideoglomus	Alguacil12b_GLO_G3
ASV_10525	Fungi	Glomeromycota	Glomeromycetes				
ASV_10526	Fungi	Glomeromycota	Glomeromycetes	Glomerales			
ASV_10527	Fungi	Glomeromycota	Glomeromycetes				
ASV_10528	Fungi	Glomeromycota	Glomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	Para1_OTU2
ASV_10529	Fungi	Glomeromycota	Glomeromycetes	Glomerales			
ASV_10530	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_1053	Fungi	Glomeromycota	Glomeromycetes				
ASV_10531	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_10532	Fungi	Glomeromycota	Glomeromycetes				
ASV_10533	Fungi	Glomeromycota	Glomeromycetes				
ASV_10534	Fungi	Glomeromycota	Glomeromycetes				
ASV_10535	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_10536	Fungi	Glomeromycota	Glomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	Glom_1B13
ASV_10537	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_10538	Fungi	Glomeromycota	Glomeromycetes				
ASV_10539	Fungi	Glomeromycota	Glomeromycetes				
ASV_10540	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_1054	Fungi	Glomeromycota	Glomeromycetes				
ASV_10541	Fungi	Glomeromycota	Glomeromycetes				
ASV_10542	Fungi	Glomeromycota	Glomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	
ASV_10543	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_105	Fungi	Glomeromycota	Glomeromycetes				
ASV_10544	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_10545	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_10546	Fungi	Glomeromycota	Glomeromycetes				
ASV_10547	Fungi	Glomeromycota	Glomeromycetes				
ASV_10548	Fungi	Glomeromycota	Glomeromycetes				
ASV_10549	Fungi	Glomeromycota	Glomeromycetes				
ASV_10550	Fungi	Glomeromycota	Glomeromycetes				
ASV_1055	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Claroideoglomeraceae	Claroideoglomus	lamellosum
ASV_10551	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_10552	Fungi	Glomeromycota	Glomeromycetes				
ASV_10553	Fungi	Glomeromycota	Glomeromycetes				
ASV_10554	Fungi	Glomeromycota	Glomeromycetes				
ASV_10555	Fungi	Glomeromycota	Glomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	Glom_1B13
ASV_10556	Fungi	Glomeromycota	Glomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	Alguacil12a_Para_1
ASV_10557	Fungi	Glomeromycota	Glomeromycetes				
ASV_10558	Fungi	Glomeromycota	Glomeromycetes				
ASV_10559	Fungi	Glomeromycota	Glomeromycetes				
ASV_1056	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Claroideoglomeraceae	Claroideoglomus	lamellosum
ASV_10560	Fungi	Glomeromycota	Glomeromycetes				
ASV_10561	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	viscosum
ASV_10562	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Claroideoglomeraceae	Claroideoglomus	Torrecillas12b_Glo_G5
ASV_10563	Fungi	Glomeromycota	Glomeromycetes				
ASV_10564	Fungi	Glomeromycota	Glomeromycetes				
ASV_10565	Fungi	Glomeromycota	Glomeromycetes				
ASV_10566	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_10567	Fungi	Glomeromycota	Glomeromycetes				
ASV_10568	Fungi	Glomeromycota	Glomeromycetes				
ASV_10569	Fungi	Glomeromycota	Glomeromycetes				
ASV_10570	Fungi	Glomeromycota	Glomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	Alguacil12a_Para_1
ASV_1057	Fungi	Glomeromycota	Glomeromycetes				
ASV_10571	Fungi	Glomeromycota	Glomeromycetes	Glomerales			
ASV_10572	Fungi	Glomeromycota	Glomeromycetes				
ASV_10573	Fungi	Glomeromycota	Glomeromycetes				
ASV_10574	Fungi	Glomeromycota	Glomeromycetes				
ASV_10575	Fungi	Glomeromycota	Glomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	Alguacil12a_Para_1
ASV_10576	Fungi	Glomeromycota	Glomeromycetes	Glomerales			
ASV_10577	Fungi	Glomeromycota	Glomeromycetes				
ASV_10578	Fungi	Glomeromycota	Glomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	
ASV_10579	Fungi	Glomeromycota	Glomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	Alguacil12a_Para_1
ASV_1058	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_10580	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_10581	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_10582	Fungi	Glomeromycota	Glomeromycetes				
ASV_10583	Fungi	Glomeromycota	Glomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	Alguacil12a_Para_1
ASV_10584	Fungi	Glomeromycota	Glomeromycetes	Glomerales			
ASV_10585	Fungi	Glomeromycota	Glomeromycetes				
ASV_10586	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_10587	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_10588	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_10589	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_10590	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_1059	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_10591	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
