ASV	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV_27347	Fungi	Glomeromycota	Glomeromycetes				
ASV_27348	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_27349	Fungi	Glomeromycota	Glomeromycetes				
ASV_27350	Fungi	Glomeromycota	Glomeromycetes				
ASV_2735	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_27351	Fungi	Glomeromycota	Glomeromycetes				
ASV_27352	Fungi	Glomeromycota	Glomeromycetes				
ASV_27353	Fungi	Glomeromycota	Glomeromycetes				
ASV_27354	Fungi	Glomeromycota	Glomeromycetes				
ASV_27355	Fungi	Glomeromycota	Glomeromycetes				
ASV_27356	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_27357	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_27358	Fungi	Glomeromycota	Glomeromycetes				
ASV_27359	Fungi	Glomeromycota	Glomeromycetes				
ASV_27360	Fungi	Glomeromycota	Glomeromycetes				
ASV_2736	Fungi	Glomeromycota	Glomeromycetes				
ASV_27361	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_27362	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_27363	Fungi	Glomeromycota	Glomeromycetes				
ASV_27364	Fungi	Glomeromycota	Glomeromycetes				
ASV_27365	Fungi	Glomeromycota	Glomeromycetes				
ASV_27366	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_27367	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_27368	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_27369	Fungi	Glomeromycota	Glomeromycetes				
ASV_27370	Fungi	Glomeromycota	Glomeromycetes				
ASV_2737	Fungi	Glomeromycota	Glomeromycetes				
ASV_27371	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_27372	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_27373	Fungi	Glomeromycota	Glomeromycetes				
ASV_27374	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_27375	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_27376	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_27377	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_27378	Fungi	Glomeromycota	Glomeromycetes				
ASV_27379	Fungi	Glomeromycota	Glomeromycetes				
ASV_27380	Fungi	Glomeromycota	Glomeromycetes				
ASV_2738	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Claroideoglomeraceae	Claroideoglomus	acnaGlo7
ASV_27381	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_27382	Fungi	Glomeromycota	Glomeromycetes				
ASV_27383	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_27384	Fungi	Glomeromycota	Glomeromycetes				
ASV_27385	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_27386	Fungi	Glomeromycota	Glomeromycetes				
ASV_27387	Fungi	Glomeromycota	Glomeromycetes				
ASV_27388	Fungi	Glomeromycota	Glomeromycetes				
ASV_27389	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_27390	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_2739	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_27391	Fungi	Glomeromycota	Glomeromycetes	Archaeosporales			
ASV_27392	Fungi	Glomeromycota	Glomeromycetes				
ASV_27393	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_27394	Fungi	Glomeromycota	Glomeromycetes				
ASV_27395	Fungi	Glomeromycota	Glomeromycetes				
ASV_27396	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_27397	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_27398	Fungi	Glomeromycota	Glomeromycetes	Glomerales			
ASV_27399	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_27400	Fungi	Glomeromycota	Glomeromycetes				
ASV_2740	Fungi	Glomeromycota	Glomeromycetes				
ASV_27401	Fungi	Glomeromycota	Glomeromycetes	Glomerales			
ASV_27402	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_27403	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_27404	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_27405	Fungi	Glomeromycota	Glomeromycetes				
ASV_27406	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_27407	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_27408	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_27409	Fungi	Glomeromycota	Glomeromycetes				
ASV_27410	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_2741	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_27411	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_27412	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_27413	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_27414	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_27415	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_27416	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_27417	Fungi	Glomeromycota	Glomeromycetes				
ASV_27418	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_27419	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_27420	Fungi	Glomeromycota	Glomeromycetes	Glomerales			
ASV_2742	Fungi	Glomeromycota	Glomeromycetes				
ASV_27421	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_27422	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_27423	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_27424	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_27425	Fungi	Glomeromycota	Glomeromycetes				
ASV_27426	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_27427	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_27428	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_27429	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_27430	Fungi	Glomeromycota	Glomeromycetes	Glomerales			
ASV_2743	Fungi	Glomeromycota	Glomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	Alguacil12a_Para_1
ASV_27431	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_27432	Fungi	Glomeromycota	Glomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	Alguacil12a_Para_1
ASV_27433	Fungi	Glomeromycota	Glomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	Glom_1B13
ASV_27434	Fungi	Glomeromycota	Glomeromycetes				
ASV_27435	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_27436	Fungi	Glomeromycota	Glomeromycetes				
ASV_27437	Fungi	Glomeromycota	Glomeromycetes				
ASV_27438	Fungi	Glomeromycota	Glomeromycetes	Glomerales			
ASV_27439	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_27440	Fungi	Glomeromycota	Glomeromycetes				
ASV_2744	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_274	Fungi	Glomeromycota	Glomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	
ASV_27441	Fungi	Glomeromycota	Glomeromycetes				
ASV_27442	Fungi	Glomeromycota	Glomeromycetes				
ASV_27443	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_27444	Fungi	Glomeromycota	Glomeromycetes				
ASV_27445	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_27446	Fungi	Glomeromycota	Glomeromycetes				
ASV_27447	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_27448	Fungi	Glomeromycota	Glomeromycetes				
ASV_27449	Fungi	Glomeromycota	Glomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	
ASV_27450	Fungi	Glomeromycota	Glomeromycetes	Glomerales			
ASV_2745	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_27451	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_27452	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_27453	Fungi	Glomeromycota	Glomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	
ASV_27454	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_27455	Fungi	Glomeromycota	Glomeromycetes				
ASV_27456	Fungi	Glomeromycota	Glomeromycetes				
ASV_27457	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_27458	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_27459	Fungi	Glomeromycota	Glomeromycetes				
ASV_27460	Fungi	Glomeromycota	Glomeromycetes				
ASV_2746	Fungi	Glomeromycota	Glomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	Alguacil12a_Para_1
ASV_27461	Fungi	Glomeromycota	Glomeromycetes				
ASV_27462	Fungi	Glomeromycota	Glomeromycetes				
ASV_27463	Fungi	Glomeromycota	Glomeromycetes				
ASV_27464	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_27465	Fungi	Glomeromycota	Glomeromycetes				
ASV_27466	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_27467	Fungi	Glomeromycota	Glomeromycetes				
ASV_27468	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_27469	Fungi	Glomeromycota	Glomeromycetes	Glomerales			
ASV_27470	Fungi	Glomeromycota	Glomeromycetes				
ASV_2747	Fungi	Glomeromycota	Glomeromycetes				
ASV_27471	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_27472	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_27473	Fungi	Glomeromycota	Glomeromycetes				
ASV_27474	Fungi	Glomeromycota	Glomeromycetes				
ASV_27475	Fungi	Glomeromycota	Glomeromycetes				
ASV_27476	Fungi	Glomeromycota	Glomeromycetes				
ASV_27477	Fungi	Glomeromycota	Glomeromycetes				
ASV_27478	Fungi	Glomeromycota	Glomeromycetes				
ASV_27479	Fungi	Glomeromycota	Glomeromycetes				
ASV_27480	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_2748	Fungi	Glomeromycota	Glomeromycetes				
ASV_27481	Fungi	Glomeromycota	Glomeromycetes				
ASV_27482	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_27483	Fungi	Glomeromycota	Glomeromycetes	Glomerales			
ASV_27484	Fungi	Glomeromycota	Glomeromycetes				
ASV_27485	Fungi	Glomeromycota	Glomeromycetes				
ASV_27486	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_27487	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_27488	Fungi	Glomeromycota	Glomeromycetes				
ASV_27489	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_27490	Fungi	Glomeromycota	Glomeromycetes	Glomerales			
ASV_2749	Fungi	Glomeromycota	Glomeromycetes	Glomerales			
ASV_27491	Fungi	Glomeromycota	Glomeromycetes				
ASV_27492	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_27493	Fungi	Glomeromycota	Glomeromycetes				
ASV_27494	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_27495	Fungi	Glomeromycota	Glomeromycetes				
ASV_27496	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_27497	Fungi	Glomeromycota	Glomeromycetes				
ASV_27498	Fungi	Glomeromycota	Glomeromycetes				
ASV_27499	Fungi	Glomeromycota	Glomeromycetes				
ASV_27500	Fungi	Glomeromycota	Glomeromycetes				
ASV_2750	Fungi	Glomeromycota	Glomeromycetes				
ASV_27501	Fungi	Glomeromycota	Glomeromycetes				
ASV_27502	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_27503	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_27504	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_27505	Fungi	Glomeromycota	Glomeromycetes				
ASV_27506	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_27507	Fungi	Glomeromycota	Glomeromycetes				
ASV_27508	Fungi	Glomeromycota	Glomeromycetes				
ASV_27509	Fungi	Glomeromycota	Glomeromycetes				
ASV_27510	Fungi	Glomeromycota	Glomeromycetes				
ASV_2751	Fungi	Glomeromycota	Glomeromycetes				
ASV_27511	Fungi	Glomeromycota	Glomeromycetes				
ASV_27512	Fungi	Glomeromycota	Glomeromycetes				
ASV_27513	Fungi	Glomeromycota	Glomeromycetes	Glomerales			
ASV_27514	Fungi	Glomeromycota	Glomeromycetes				
ASV_27515	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_27516	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_27517	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_27518	Fungi	Glomeromycota	Glomeromycetes				
ASV_27519	Fungi	Glomeromycota	Glomeromycetes				
ASV_27520	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_2752	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_27521	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_27522	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_27523	Fungi	Glomeromycota	Glomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	Alguacil12a_Para_1
ASV_27524	Fungi	Glomeromycota	Glomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	Alguacil12a_Para_1
ASV_27525	Fungi	Glomeromycota	Glomeromycetes				
ASV_27526	Fungi	Glomeromycota	Glomeromycetes				
ASV_27527	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_27528	Fungi	Glomeromycota	Glomeromycetes				
ASV_27529	Fungi	Glomeromycota	Glomeromycetes				
ASV_2753	Fungi	Glomeromycota	Glomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	
ASV_27530	Fungi	Glomeromycota	Glomeromycetes				
ASV_27531	Fungi	Glomeromycota	Glomeromycetes				
ASV_27532	Fungi	Glomeromycota	Glomeromycetes				
ASV_27533	Fungi	Glomeromycota	Glomeromycetes				
ASV_27534	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_27535	Fungi	Glomeromycota	Glomeromycetes				
ASV_27536	Fungi	Glomeromycota	Glomeromycetes				
ASV_27537	Fungi	Glomeromycota	Glomeromycetes				
ASV_27538	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_27539	Fungi	Glomeromycota	Glomeromycetes				
ASV_27540	Fungi	Glomeromycota	Glomeromycetes				
ASV_2754	Fungi	Glomeromycota	Glomeromycetes	Glomerales			
ASV_275	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_27541	Fungi	Glomeromycota	Glomeromycetes				
ASV_27542	Fungi	Glomeromycota	Glomeromycetes				
ASV_27543	Fungi	Glomeromycota	Glomeromycetes				
ASV_27544	Fungi	Glomeromycota	Glomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	
ASV_27545	Fungi	Glomeromycota	Glomeromycetes				
ASV_27546	Fungi	Glomeromycota	Glomeromycetes				
ASV_27547	Fungi	Glomeromycota	Glomeromycetes				
ASV_27548	Fungi	Glomeromycota	Glomeromycetes				
ASV_27549	Fungi	Glomeromycota	Glomeromycetes				
ASV_2755	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_27550	Fungi	Glomeromycota	Glomeromycetes				
ASV_27551	Fungi	Glomeromycota	Glomeromycetes				
ASV_27552	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_27553	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_27554	Fungi	Glomeromycota	Glomeromycetes				
ASV_27555	Fungi	Glomeromycota	Glomeromycetes				
ASV_27556	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_27557	Fungi	Glomeromycota	Glomeromycetes				
ASV_27558	Fungi	Glomeromycota	Glomeromycetes				
ASV_27559	Fungi	Glomeromycota	Glomeromycetes				
ASV_27560	Fungi	Glomeromycota	Glomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	Glom_1B13
ASV_2756	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_27561	Fungi	Glomeromycota	Glomeromycetes				
ASV_27562	Fungi	Glomeromycota	Glomeromycetes				
ASV_27563	Fungi	Glomeromycota	Glomeromycetes				
ASV_27564	Fungi	Glomeromycota	Glomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	Para1_OTU2
ASV_27565	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_27566	Fungi	Glomeromycota	Glomeromycetes				
ASV_27567	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Claroideoglomeraceae	Claroideoglomus	Torrecillas12b_Glo_G5
ASV_27568	Fungi	Glomeromycota	Glomeromycetes	Glomerales			
ASV_27569	Fungi	Glomeromycota	Glomeromycetes				
ASV_27570	Fungi	Glomeromycota	Glomeromycetes				
ASV_2757	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_27571	Fungi	Glomeromycota	Glomeromycetes	Diversisporales	Diversisporaceae	Diversispora	
ASV_27572	Fungi	Glomeromycota	Glomeromycetes				
ASV_27573	Fungi	Glomeromycota	Glomeromycetes				
ASV_27574	Fungi	Glomeromycota	Glomeromycetes				
ASV_27575	Fungi	Glomeromycota	Glomeromycetes	Glomerales			
ASV_27576	Fungi	Glomeromycota	Glomeromycetes				
ASV_27577	Fungi	Glomeromycota	Glomeromycetes				
ASV_27578	Fungi	Glomeromycota	Glomeromycetes				
ASV_27579	Fungi	Glomeromycota	Glomeromycetes	Glomerales			
ASV_2758	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_27580	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_27581	Fungi	Glomeromycota	Glomeromycetes	Glomerales			
ASV_27582	Fungi	Glomeromycota	Glomeromycetes				
ASV_27583	Fungi	Glomeromycota	Glomeromycetes				
ASV_27584	Fungi	Glomeromycota	Glomeromycetes				
ASV_27585	Fungi	Glomeromycota	Glomeromycetes				
ASV_27586	Fungi	Glomeromycota	Glomeromycetes				
ASV_27587	Fungi	Glomeromycota	Glomeromycetes	Glomerales			
ASV_27588	Fungi	Glomeromycota	Glomeromycetes	Glomerales			
ASV_27589	Fungi	Glomeromycota	Glomeromycetes	Glomerales			
ASV_2759	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_27590	Fungi	Glomeromycota	Glomeromycetes				
ASV_27591	Fungi	Glomeromycota	Glomeromycetes				
ASV_27592	Fungi	Glomeromycota	Glomeromycetes				
ASV_27593	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_27594	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_27595	Fungi	Glomeromycota	Glomeromycetes				
ASV_27596	Fungi	Glomeromycota	Glomeromycetes				
ASV_27597	Fungi	Glomeromycota	Glomeromycetes				
ASV_27598	Fungi	Glomeromycota	Glomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	
ASV_27599	Fungi	Glomeromycota	Glomeromycetes	Glomerales			
ASV_276	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Claroideoglomeraceae	Claroideoglomus	
ASV_2760	Fungi	Glomeromycota	Glomeromycetes				
ASV_27600	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Whitfield_type_17
ASV_27601	Fungi	Glomeromycota	Glomeromycetes				
ASV_27602	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_27603	Fungi	Glomeromycota	Glomeromycetes				
ASV_27604	Fungi	Glomeromycota	Glomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	
ASV_27605	Fungi	Glomeromycota	Glomeromycetes	Glomerales			
ASV_27606	Fungi	Glomeromycota	Glomeromycetes				
ASV_27607	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Claroideoglomeraceae	Claroideoglomus	
ASV_27608	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_27609	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_27610	Fungi	Glomeromycota	Glomeromycetes				
ASV_2761	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_27611	Fungi	Glomeromycota	Glomeromycetes				
ASV_27612	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_27613	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_27614	Fungi	Glomeromycota	Glomeromycetes	Glomerales			
ASV_27615	Fungi	Glomeromycota	Glomeromycetes				
ASV_27616	Fungi	Glomeromycota	Glomeromycetes				
ASV_27617	Fungi	Glomeromycota	Glomeromycetes				
ASV_27618	Fungi	Glomeromycota	Glomeromycetes				
ASV_27619	Fungi	Glomeromycota	Glomeromycetes	Diversisporales			
ASV_2762	Fungi	Glomeromycota	Glomeromycetes				
ASV_27620	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_27621	Fungi	Glomeromycota	Glomeromycetes				
ASV_27622	Fungi	Glomeromycota	Glomeromycetes				
ASV_27623	Fungi	Glomeromycota	Glomeromycetes				
ASV_27624	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_27625	Fungi	Glomeromycota	Glomeromycetes				
ASV_27626	Fungi	Glomeromycota	Glomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	Glom_1B13
ASV_27627	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Claroideoglomeraceae	Claroideoglomus	acnaGlo7
ASV_27628	Fungi	Glomeromycota	Glomeromycetes				
ASV_27629	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	viscosum
ASV_27630	Fungi	Glomeromycota	Glomeromycetes				
ASV_2763	Fungi	Glomeromycota	Glomeromycetes				
ASV_27631	Fungi	Glomeromycota	Glomeromycetes				
ASV_27632	Fungi	Glomeromycota	Glomeromycetes				
ASV_27633	Fungi	Glomeromycota	Glomeromycetes				
ASV_27634	Fungi	Glomeromycota	Glomeromycetes				
ASV_27635	Fungi	Glomeromycota	Glomeromycetes				
ASV_27636	Fungi	Glomeromycota	Glomeromycetes				
ASV_27637	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glo72
ASV_27638	Fungi	Glomeromycota	Glomeromycetes				
ASV_27639	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_2764	Fungi	Glomeromycota	Glomeromycetes				
ASV_27640	Fungi	Glomeromycota	Glomeromycetes				
ASV_27641	Fungi	Glomeromycota	Glomeromycetes				
ASV_27642	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_27643	Fungi	Glomeromycota	Glomeromycetes				
ASV_27644	Fungi	Glomeromycota	Glomeromycetes				
ASV_27645	Fungi	Glomeromycota	Glomeromycetes				
ASV_27646	Fungi	Glomeromycota	Glomeromycetes				
ASV_27647	Fungi	Glomeromycota	Glomeromycetes				
ASV_27648	Fungi	Glomeromycota	Glomeromycetes				
ASV_27649	Fungi	Glomeromycota	Glomeromycetes	Glomerales			
ASV_27650	Fungi	Glomeromycota	Glomeromycetes				
ASV_2765	Fungi	Glomeromycota	Glomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	Glom_1B13
ASV_27651	Fungi	Glomeromycota	Glomeromycetes				
ASV_27652	Fungi	Glomeromycota	Glomeromycetes				
ASV_27653	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_27654	Fungi	Glomeromycota	Glomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	Glom_1B13
ASV_27655	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_27656	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_27657	Fungi	Glomeromycota	Glomeromycetes				
ASV_27658	Fungi	Glomeromycota	Glomeromycetes				
ASV_27659	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_2766	Fungi	Glomeromycota	Glomeromycetes	Glomerales			
ASV_27660	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_27661	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_27662	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_27663	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_27664	Fungi	Glomeromycota	Glomeromycetes	Glomerales			
ASV_27665	Fungi	Glomeromycota	Glomeromycetes				
ASV_27666	Fungi	Glomeromycota	Glomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	Alguacil12a_Para_1
